"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000170017";"ALCAM";"activated leukocyte cell adhesion molecule";2634,09082628797
"ENSG00000106366";"SERPINE1";"serpin family E member 1";2603,58190105728
"ENSG00000142173";"COL6A2";"collagen type VI alpha 2 chain";2048,03434004468
"ENSG00000041982";"TNC";"tenascin C";1973,63830127583
"ENSG00000038427";"VCAN";"versican";1859,08184761336
"ENSG00000166147";"FBN1";"fibrillin 1";1853,22984506771
"ENSG00000167601";"AXL";"AXL receptor tyrosine kinase";1839,15478077296
"ENSG00000005884";"ITGA3";"integrin subunit alpha 3";1810,89515178951
"ENSG00000198467";"TPM2";"tropomyosin 2";1738,72358313427
"ENSG00000026508";"CD44";"CD44 molecule (IN blood group)";1713,7995566528
"ENSG00000135318";"NT5E";"5'-nucleotidase ecto";1701,79773020096
"ENSG00000152952";"PLOD2";"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2";1684,81830016643
"ENSG00000145934";"TENM2";"teneurin transmembrane protein 2";1658,18831046605
"ENSG00000091986";"CCDC80";"coiled-coil domain containing 80";1649,74319105603
"ENSG00000116260";"QSOX1";"quiescin sulfhydryl oxidase 1";1618,71653958832
"ENSG00000130635";"COL5A1";"collagen type V alpha 1 chain";1604,09647531844
"ENSG00000163297";"ANTXR2";"ANTXR cell adhesion molecule 2";1594,80374404822
"ENSG00000114270";"COL7A1";"collagen type VII alpha 1 chain";1498,12675289846
"ENSG00000011422";"PLAUR";"plasminogen activator, urokinase receptor";1490,1035436881
"ENSG00000105974";"CAV1";"caveolin 1";1479,62134085273
"ENSG00000134531";"EMP1";"epithelial membrane protein 1";1444,08383022269
"ENSG00000114450";"GNB4";"G protein subunit beta 4";1419,64462679577
"ENSG00000170558";"CDH2";"cadherin 2";1405,6143835954
"ENSG00000138623";"SEMA7A";"semaphorin 7A (JohnMiltonHagen blood group)";1392,28611720423
"ENSG00000197956";"S100A6";"S100 calcium binding protein A6";1387,89416748575
"ENSG00000134871";"COL4A2";"collagen type IV alpha 2 chain";1363,73764459512
"ENSG00000142156";"COL6A1";"collagen type VI alpha 1 chain";1357,99941686552
"ENSG00000106211";"HSPB1";"heat shock protein family B (small) member 1";1336,25075299299
"ENSG00000175592";"FOSL1";"FOS like 1, AP-1 transcription factor subunit";1322,21899105851
"ENSG00000170961";"HAS2";"hyaluronan synthase 2";1320,69263496845
"ENSG00000187498";"COL4A1";"collagen type IV alpha 1 chain";1317,82977674938
"ENSG00000108854";"SMURF2";"SMAD specific E3 ubiquitin protein ligase 2";1272,55700530629
"ENSG00000174136";"RGMB";"repulsive guidance molecule BMP co-receptor b";1257,93177776952
"ENSG00000145147";"SLIT2";"slit guidance ligand 2";1256,93631306137
"ENSG00000135046";"ANXA1";"annexin A1";1255,08013201631
"ENSG00000115884";"SDC1";"syndecan 1";1219,35290329104
"ENSG00000095752";"IL11";"interleukin 11";1147,44390276049
"ENSG00000152661";"GJA1";"gap junction protein alpha 1";1144,53785536377
"ENSG00000085117";"CD82";"CD82 molecule";1143,1255726354
"ENSG00000131016";"AKAP12";"A-kinase anchoring protein 12";1132,94520304403
"ENSG00000157227";"MMP14";"matrix metallopeptidase 14";1129,94632579453
"ENSG00000130508";"PXDN";"peroxidasin";1109,03693847412
"ENSG00000145632";"PLK2";"polo like kinase 2";1088,08752883028
"ENSG00000188549";"CCDC9B";"coiled-coil domain containing 9B";1062,30817810344
"ENSG00000141526";"SLC16A3";"solute carrier family 16 member 3";1026,39440700419
"ENSG00000159167";"STC1";"stanniocalcin 1";1016,75414111785
"ENSG00000113140";"SPARC";"secreted protein acidic and cysteine rich";1011,42589160731
"ENSG00000141905";"NFIC";"nuclear factor I C";997,606141527823
"ENSG00000153132";"CLGN";"calmegin";902,331355945974
"ENSG00000141682";"PMAIP1";"phorbol-12-myristate-13-acetate-induced protein 1";901,158887755123
"ENSG00000115355";"CCDC88A";"coiled-coil domain containing 88A";881,591696173008
"ENSG00000169855";"ROBO1";"roundabout guidance receptor 1";871,109096256095
"ENSG00000111145";"ELK3";"ETS transcription factor ELK3";863,392306737977
"ENSG00000125148";"MT2A";"metallothionein 2A";845,5919750481
"ENSG00000117143";"UAP1";"UDP-N-acetylglucosamine pyrophosphorylase 1";835,46739197639
"ENSG00000101384";"JAG1";"jagged canonical Notch ligand 1";832,502622135034
"ENSG00000134013";"LOXL2";"lysyl oxidase like 2";829,567783305986
"ENSG00000159216";"RUNX1";"RUNX family transcription factor 1";827,725530365268
"ENSG00000156535";"CD109";"CD109 molecule";825,174186094825
"ENSG00000109113";"RAB34";"RAB34, member RAS oncogene family";822,62969193347
"ENSG00000124225";"PMEPA1";"prostate transmembrane protein, androgen induced 1";801,263976478355
"ENSG00000179242";"CDH4";"cadherin 4";797,069406595834
"ENSG00000169604";"ANTXR1";"ANTXR cell adhesion molecule 1";778,775991342045
"ENSG00000134954";"ETS1";"ETS proto-oncogene 1, transcription factor";771,888533372369
"ENSG00000008441";"NFIX";"nuclear factor I X";769,729212525229
