"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"APICAL_JUNCTION_COMPLEX (GO:0043296)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_APICAL_JUNCTION_COMPLEX.html";"A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability. [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]";145;0,85234916;1,6662855;0;0,020261994;0,021;1056;"tags=25%, list=5%, signal=26%"
"TIGHT_JUNCTION (GO:0070160)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_TIGHT_JUNCTION.html";"A cell-cell junction that seals cells together in an epithelium in a way that prevents even small molecules from leaking from one side of the sheet to the other. [ISBN:0815332181]";126;0,811905;1,5479218;0,0044444446;0,9906226;0,871;1056;"tags=25%, list=5%, signal=27%"
"ACYLGLYCEROL_HOMEOSTASIS (GO:0055090)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ACYLGLYCEROL_HOMEOSTASIS.html";"Any process involved in the maintenance of an internal steady state of acylglycerol within an organism or cell. [GOC:BHF, GOC:rl]";37;0,9345928;1,5203283;0;1;0,992;793;"tags=24%, list=4%, signal=25%"
"ACTIN_NUCLEATION (GO:0045010)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ACTIN_NUCLEATION.html";"The initial step in the formation of an actin filament, in which actin monomers combine to form a new filament. Nucleation is slow relative to the subsequent addition of more monomers to extend the filament. [ISBN:0815316194]";54;0,8770864;1,5189742;0;1;0,992;895;"tags=11%, list=5%, signal=12%"
"RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS (GO:0022613)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS.html";"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a complex containing RNA and proteins. Includes the biosynthesis of the constituent RNA and protein molecules, and those macromolecular modifications that are involved in synthesis or assembly of the ribonucleoprotein complex. [GOC:isa_complete, GOC:mah]";452;0,6883794;1,5143428;0;1;0,997;2623;"tags=19%, list=14%, signal=22%"
"RIBOSOME_BIOGENESIS (GO:0042254)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RIBOSOME_BIOGENESIS.html";"A cellular process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of ribosome subunits; includes transport to the sites of protein synthesis. [GOC:ma, PMID:26404467, Wikipedia:Ribosome_biogenesis]";308;0,7024228;1,5076225;0;1;1;2623;"tags=20%, list=14%, signal=23%"
"REGULATION_OF_ACTIN_NUCLEATION (GO:0051125)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_ACTIN_NUCLEATION.html";"Any process that modulates the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament. [GOC:ai]";37;0,9182616;1,5067778;0,003921569;1;1;317;"tags=5%, list=2%, signal=5%"
"POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY (GO:0043243)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY.html";"Any process that activates or increases the frequency, rate or extent of protein complex disassembly, the disaggregation of a protein complex into its constituent components. [GOC:jl]";36;0,9076411;1,5031435;0,0018867925;1;1;317;"tags=8%, list=2%, signal=8%"
"D_GLUCOSE_IMPORT (GO:0046323)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_D_GLUCOSE_IMPORT.html";"The directed movement of the hexose monosaccharide D-glucose into a cell or organelle. [GOC:ai]";66;0,84856707;1,5001194;0,007920792;0,96963686;1;1053;"tags=17%, list=5%, signal=18%"
"EPITHELIAL_STRUCTURE_MAINTENANCE (GO:0010669)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_EPITHELIAL_STRUCTURE_MAINTENANCE.html";"A tissue homeostatic process required for the maintenance of epithelial structure. [GOC:dph, GOC:tb]";31;0,91975987;1,4944404;0,008196721;1;1;105;"tags=10%, list=1%, signal=10%"
