"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION (GO:0009952)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION.html";"The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]";224;-0,79132086;-1,696387;0;0,06592925;0,051;1078;"tags=18%, list=3%, signal=19%"
"INCLUSION_BODY (GO:0016234)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_INCLUSION_BODY.html";"A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers. [GOC:mah, PMID:11121744]";75;-0,89053226;-1,6764617;0;0,07179587;0,104;533;"tags=8%, list=1%, signal=8%"
"DIENCEPHALON_DEVELOPMENT (GO:0021536)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DIENCEPHALON_DEVELOPMENT.html";"The process whose specific outcome is the progression of the diencephalon over time, from its formation to the mature structure. The diencephalon is the paired caudal parts of the prosencephalon from which the thalamus, hypothalamus, epithalamus and subthalamus are derived; these regions regulate autonomic, visceral and endocrine function, and process information directed to the cerebral cortex. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]";83;-0,8654717;-1,6430051;0,007874016;0,1270114;0,259;1002;"tags=23%, list=3%, signal=23%"
"AUTOPHAGY_OF_MITOCHONDRION (GO:0000422)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_AUTOPHAGY_OF_MITOCHONDRION.html";"The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions. [GOC:autophagy, PMID:15798367, PMID:19289147, PMID:23065344]";115;-0,80030406;-1,604017;0,004950495;0,27490765;0,56;4359;"tags=29%, list=12%, signal=32%"
"TRNA_BINDING (GO:0000049)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_TRNA_BINDING.html";"Binding to a transfer RNA. [GOC:ai]";81;-0,82649213;-1,5648224;0;0,584393;0,892;2394;"tags=9%, list=7%, signal=9%"
"PROTEIN_FOLDING_CHAPERONE (GO:0044183)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_PROTEIN_FOLDING_CHAPERONE.html";"Binding to a protein or a protein-containing complex to assist the protein folding process. [GOC:mtg_cambridge_2009]";74;-0,84435713;-1,5580022;0,004149378;0,5768676;0,93;528;"tags=8%, list=1%, signal=8%"
"HYPOTHALAMUS_DEVELOPMENT (GO:0021854)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_HYPOTHALAMUS_DEVELOPMENT.html";"The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]";30;-0,9538951;-1,5518751;0,0031746032;0,56993;0,952;681;"tags=27%, list=2%, signal=27%"
"PROTEIN_METHYLTRANSFERASE_ACTIVITY (GO:0008276)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_PROTEIN_METHYLTRANSFERASE_ACTIVITY.html";"Catalysis of the transfer of a methyl group (CH3-) to a protein. [GOC:jl]";97;-0,81504625;-1,545929;0,008368201;0,5673515;0,97;1978;"tags=12%, list=5%, signal=13%"
"VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION (GO:0101023)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION.html";"The multiplication or reproduction of blood vessel endothelial cells, resulting in the expansion of a cell population. [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:23201774]";55;-0,8781592;-1,5435095;0,007142857;0,5332994;0,976;770;"tags=7%, list=2%, signal=7%"
"MITOCHONDRIAL_GENE_EXPRESSION (GO:0140053)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MITOCHONDRIAL_GENE_EXPRESSION.html";"The process in which a mitochondrial gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [PMID:27058308]";169;-0,73819685;-1,5348955;0;0,57551247;0,988;5612;"tags=40%, list=15%, signal=47%"
