"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION (GO:0021953)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION.html";"The process in which a relatively unspecialized cell acquires specialized features of a neuron whose cell body resides in the central nervous system. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]";242;0,806003;1,5065513;0;0,6565183;0,479;2311;"tags=24%, list=6%, signal=25%"
"ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY (GO:0007188)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY.html";"A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP). [GOC:mah, GOC:signaling, ISBN:0815316194]";278;0,7853967;1,4858179;0,0045592706;0,6977065;0,77;2490;"tags=22%, list=7%, signal=24%"
"CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT (GO:0030705)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT.html";"The directed movement of substances along cytoskeletal fibers such as microfilaments or microtubules within a cell. [GOC:mah]";209;0,80137056;1,4639977;0,0015527951;1;0,955;2299;"tags=11%, list=6%, signal=12%"
"MICROTUBULE_BASED_TRANSPORT (GO:0099111)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MICROTUBULE_BASED_TRANSPORT.html";"A microtubule-based process that results in the transport of organelles, other microtubules, or other cellular components. Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules. [GOC:cjm, ISBN:0815316194]";232;0,78864694;1,4611741;0,0030627872;0,83721244;0,973;2510;"tags=13%, list=7%, signal=14%"
"REGULATION_OF_SYNAPSE_ASSEMBLY (GO:0051963)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY.html";"Any process that modulates the frequency, rate or extent of synapse assembly, the aggregation, arrangement and bonding together of a set of components to form a synapse. [GOC:ai, GOC:pr]";173;0,80233765;1,4553314;0,0048;0,80815285;0,989;1896;"tags=21%, list=5%, signal=22%"
"MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS (GO:1902850)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS.html";"Any microtubule cytoskeleton organization that is involved in mitosis. [GO_REF:0000060, GOC:TermGenie, PMID:18799626]";171;0,80643123;1,4517285;0,0031007752;0,7518318;0,992;2179;"tags=6%, list=6%, signal=7%"
"SCHAFFER_COLLATERAL_CA1_SYNAPSE (GO:0098685)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE.html";"A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell. [PMID:16399689]";99;0,86732364;1,4432787;0,004746835;0,82805514;0,999;2208;"tags=32%, list=6%, signal=34%"
"CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT (GO:0021954)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT.html";"The process whose specific outcome is the progression of a neuron whose cell body is located in the central nervous system, from initial commitment of the cell to a neuronal fate, to the fully functional differentiated neuron. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]";99;0,8633888;1,4364431;0,0031897926;0,89007217;1;1794;"tags=22%, list=5%, signal=23%"
"CELL_FATE_SPECIFICATION (GO:0001708)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELL_FATE_SPECIFICATION.html";"The cellular developmental process involved in cell fate commitment in which the cell is designated to follow a developmental path, unless they receive extrinsic cues that direct an alternative fate. [GOC:go_curators]";111;0,8295589;1,4264687;0,0112;1;1;2163;"tags=18%, list=6%, signal=19%"
"ROOF_OF_MOUTH_DEVELOPMENT (GO:0060021)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ROOF_OF_MOUTH_DEVELOPMENT.html";"The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities. [GOC:dph, ISBN:0721662544]";92;0,87085176;1,4233592;0,014705882;1;1;1732;"tags=23%, list=5%, signal=24%"
"ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY (GO:0007189)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY.html";"A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation of adenylyl cyclase activity which results in an increase in the intracellular concentration of cyclic AMP (cAMP). This pathway is negatively regulated by phosphodiesterase, which cleaves cAMP and terminates the signaling. [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]";189;0,7763719;1,4224128;0,017322835;0,95957315;1;1751;"tags=19%, list=5%, signal=20%"
"RIBONUCLEOPROTEIN_COMPLEX_BINDING (GO:0043021)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_RIBONUCLEOPROTEIN_COMPLEX_BINDING.html";"Binding to a complex of RNA and protein. [GOC:bf, GOC:go_curators, GOC:vk]";177;0,79365253;1,4222875;0,010401188;0,8823154;1;2384;"tags=5%, list=7%, signal=5%"
"CEREBRAL_CORTEX_DEVELOPMENT (GO:0021987)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CEREBRAL_CORTEX_DEVELOPMENT.html";"The progression of the cerebral cortex over time from its initial formation until its mature state. The cerebral cortex is the outer layered region of the telencephalon. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]";131;0,8254704;1,4209458;0,00949367;0,84336513;1;2455;"tags=15%, list=7%, signal=15%"
"REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL (GO:0060078)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL.html";"Any process that modulates the potential difference across a post-synaptic membrane. [GOC:dph, GOC:ef]";152;0,7988617;1,4156581;0,012987013;0,8976486;1;2669;"tags=26%, list=7%, signal=28%"
"REGULATION_OF_TRANSLATIONAL_INITIATION (GO:0006446)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION.html";"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]";86;0,8663081;1,4084959;0,011647254;1;1;912;"tags=5%, list=3%, signal=5%"
"REGULATION_OF_NEUROTRANSMITTER_TRANSPORT (GO:0051588)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT.html";"Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]";107;0,8318515;1,4044031;0,01904762;1;1;1815;"tags=20%, list=5%, signal=21%"
"REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY (GO:0050803)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY.html";"Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell). [GOC:ai]";319;0,73436165;1,4040828;0,005805515;1;1;1896;"tags=17%, list=5%, signal=17%"
"SYNAPTIC_MEMBRANE (GO:0097060)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_SYNAPTIC_MEMBRANE.html";"A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell. [GOC:BHF, PMID:20410104]";448;0,70813996;1,3988591;0,0028169013;1;1;2485;"tags=23%, list=7%, signal=25%"
"ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY (GO:0007193)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY.html";"A G protein-coupled receptor signaling pathway in which the signal is transmitted via the inhibition of adenylyl cyclase activity and a subsequent decrease in the intracellular concentration of cyclic AMP (cAMP). [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]";87;0,8571358;1,3988501;0,017405063;1;1;1348;"tags=18%, list=4%, signal=19%"
"SPINDLE_LOCALIZATION (GO:0051653)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SPINDLE_LOCALIZATION.html";"Any process in which is the spindle is transported to, and/or maintained in, a specific location. [GOC:ai]";66;0,87989414;1,3954676;0,015228426;1;1;1947;"tags=8%, list=5%, signal=8%"
