"Category";"GO_ID";"Description";"Gene_Ratio";"Bg_Ratio";"pvalue";"padj";"gene_ID";"gene_name";"count"
"BP";"GO:0008544";"epidermis development";"20/218";"394/18496";4,76886006722661e-08;0,000137486235738143;"2263/79977/6820/54845/51599/3664/1475/3872/80326/25833/1956/6768/25818/646/5017/1474/126695/51806/2304/3852";"FGFR2/GRHL2/SULT2B1/ESRP1/LSR/IRF6/CSTA/KRT17/WNT10A/POU2F3/EGFR/ST14/KLK5/BNC1/OVOL1/CST6/KDF1/CALML5/FOXE1/KRT5";20
"BP";"GO:0043588";"skin development";"16/218";"323/18496";1,51943859739394e-06;0,00219027073814337;"2263/79977/51599/3694/3664/1475/3872/80326/25833/1956/6768/25818/5017/126695/2304/3852";"FGFR2/GRHL2/LSR/ITGB6/IRF6/CSTA/KRT17/WNT10A/POU2F3/EGFR/ST14/KLK5/OVOL1/KDF1/FOXE1/KRT5";16
"BP";"GO:0043616";"keratinocyte proliferation";"7/218";"60/18496";6,52250344776946e-06;0,00554445697396462;"2263/3664/11202/116844/5017/126695/83481";"FGFR2/IRF6/KLK8/LRG1/OVOL1/KDF1/EPPK1";7
"BP";"GO:0010839";"negative regulation of keratinocyte proliferation";"5/218";"24/18496";7,6926215386259e-06;0,00554445697396462;"2263/3664/5017/126695/83481";"FGFR2/IRF6/OVOL1/KDF1/EPPK1";5
"BP";"GO:0010837";"regulation of keratinocyte proliferation";"6/218";"48/18496";2,03166072574718e-05;0,0117145557446583;"2263/3664/116844/5017/126695/83481";"FGFR2/IRF6/LRG1/OVOL1/KDF1/EPPK1";6
"BP";"GO:0009913";"epidermal cell differentiation";"12/218";"250/18496";4,32902593709503e-05;0,0208009696277416;"79977/6820/54845/3664/1475/3872/25833/6768/25818/5017/126695/3852";"GRHL2/SULT2B1/ESRP1/IRF6/CSTA/KRT17/POU2F3/ST14/KLK5/OVOL1/KDF1/KRT5";12
"BP";"GO:0071347";"cellular response to interleukin-1";"7/218";"88/18496";8,11370003297621e-05;0,0334168531358149;"958/8808/1958/3557/27063/81792/5603";"CD40/IL1RL2/EGR1/IL1RN/ANKRD1/ADAMTS12/MAPK13";7
"BP";"GO:0032757";"positive regulation of interleukin-8 production";"6/218";"65/18496";0,000115780345927209;0,0417243421635179;"972/2152/6850/6774/84632/7100";"CD74/F3/SYK/STAT3/AFAP1L2/TLR5";6
"BP";"GO:0001667";"ameboidal-type cell migration";"11/218";"243/18496";0,000151404768944324;0,0469442437039294;"2196/397/154796/57111/1910/91862/116844/4070/10507/64218/83481";"FAT2/ARHGDIB/AMOT/RAB25/EDNRB/MARVELD3/LRG1/TACSTD2/SEMA4D/SEMA4A/EPPK1";11
"BP";"GO:0090132";"epithelium migration";"7/218";"101/18496";0,000193216025899486;0,0469442437039294;"79977/2196/57111/91862/116844/4070/83481";"GRHL2/FAT2/RAB25/MARVELD3/LRG1/TACSTD2/EPPK1";7
"BP";"GO:0050673";"epithelial cell proliferation";"16/218";"487/18496";0,000225394224676985;0,0469442437039294;"5923/2263/2152/3664/6776/11202/1910/91862/1956/6774/116844/9420/5017/126695/4070/83481";"RASGRF1/FGFR2/F3/IRF6/STAT5A/KLK8/EDNRB/MARVELD3/EGFR/STAT3/LRG1/CYP7B1/OVOL1/KDF1/TACSTD2/EPPK1";16
