"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"KERATIN_FILAMENT (GO:0045095)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_KERATIN_FILAMENT.html";"A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]";94;0,9214962;1,5260974;0;0,007912573;0,009;1353;"tags=13%, list=4%, signal=13%"
"OLFACTORY_RECEPTOR_ACTIVITY (GO:0004984)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OLFACTORY_RECEPTOR_ACTIVITY.html";"Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell. [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]";419;0,826978;1,5237745;0;0,005711882;0,013;3862;"tags=5%, list=11%, signal=6%"
"ODORANT_BINDING (GO:0005549)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ODORANT_BINDING.html";"Binding to an odorant, any substance capable of stimulating the sense of smell. [GOC:jl, ISBN:0721662544]";108;0,8959172;1,4860647;0;0,055277128;0,174;3780;"tags=3%, list=10%, signal=3%"
"ANTIMICROBIAL_HUMORAL_RESPONSE (GO:0019730)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE.html";"An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus. [GOC:go_curators, GOC:mtg_sensu]";183;0,83187485;1,456725;0,0011976048;0,22881787;0,636;2635;"tags=19%, list=7%, signal=21%"
"DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM (GO:0050830)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM.html";"Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism. [GOC:ai]";134;0,8540924;1,456628;0;0,18393758;0,636;2635;"tags=19%, list=7%, signal=21%"
"POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION (GO:0010595)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION.html";"Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium. [GOC:BHF, GOC:dph, GOC:tb]";137;0,8493193;1,4499533;0;0,218905;0,772;2697;"tags=26%, list=7%, signal=27%"
"KERATINIZATION (GO:0031424)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_KERATINIZATION.html";"The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns. [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]";81;0,8936707;1,4491004;0;0,19646007;0,792;2298;"tags=23%, list=6%, signal=25%"
"DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM (GO:0050829)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM.html";"Reactions triggered in response to the presence of a Gram-negative bacterium that act to protect the cell or organism. [GOC:ai]";112;0,858043;1,4355154;0;0,33155861;0,959;2531;"tags=17%, list=7%, signal=18%"
"POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY (GO:2001235)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY.html";"Any process that activates or increases the frequency, rate or extent of apoptotic signaling pathway. [GOC:mtg_apoptosis]";154;0,8283629;1,4274089;0,0049937577;0,42092952;0,987;2197;"tags=12%, list=6%, signal=13%"
"POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY (GO:2001238)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY.html";"Any process that activates or increases the frequency, rate or extent of extrinsic apoptotic signaling pathway. [GOC:mtg_apoptosis]";59;0,9117907;1,4236962;0,0027247956;0,43930605;0,992;2131;"tags=22%, list=6%, signal=23%"
