"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000138829";"FBN2";"fibrillin 2";138,811332095742
"ENSG00000265843";"LINC01029";"long intergenic non-protein coding RNA 1029";129,989687560923
"ENSG00000128591";"FLNC";"filamin C";116,916652386822
"ENSG00000229089";"ANKRD20A8P";"ankyrin repeat domain 20 family member A8, pseudogene";113,656144842559
"ENSG00000302531";"LOC105371703";"uncharacterized LOC105371703";112,51039827515
"ENSG00000291074";"CCDC144NL";"CCDC144A N-terminal like (pseudogene)";108,248443752377
"ENSG00000162722";"TRIM58";"tripartite motif containing 58";106,946887608303
"ENSG00000145681";"HAPLN1";"hyaluronan and proteoglycan link protein 1";103,890986107413
"ENSG00000153956";"CACNA2D1";"calcium voltage-gated channel auxiliary subunit alpha2delta 1";98,5780122535473
"ENSG00000163531";"NFASC";"neurofascin";95,8040341660127
"ENSG00000184867";"ARMCX2";"armadillo repeat containing X-linked 2";95,6280273939569
"ENSG00000136869";"TLR4";"toll like receptor 4";95,2800838289984
"ENSG00000219438";"TAFA5";"TAFA chemokine like family member 5";95,1224901603561
"ENSG00000172123";"SLFN12";"schlafen family member 12";92,7720883733837
"ENSG00000276399";"FLJ36000";"uncharacterized FLJ36000";91,1831489212819
"ENSG00000170454";"KRT75";"keratin 75";90,8594965107513
"ENSG00000164176";"EDIL3";"EGF like repeats and discoidin domains 3";90,6231695037642
"ENSG00000133169";"BEX1";"brain expressed X-linked 1";89,6303172532102
"ENSG00000076716";"GPC4";"glypican 4";87,4159449479776
"ENSG00000277586";"NEFL";"neurofilament light chain";86,6299964890199
"ENSG00000291024";"LOC442028";"uncharacterized LOC442028";84,4880716241676
"ENSG00000166342";"NETO1";"neuropilin and tolloid like 1";83,6121440995691
"ENSG00000114251";"WNT5A";"Wnt family member 5A";83,4817430163558
"ENSG00000143195";"ILDR2";"immunoglobulin like domain containing receptor 2";83,295841384688
"ENSG00000284668";"LINC02780";"long intergenic non-protein coding RNA 2780";82,7969267528243
"ENSG00000298685";"LOC105373487";"uncharacterized LOC105373487";82,6625401064724
"ENSG00000244694";"PTCHD4";"patched domain containing 4";82,0488245733324
"ENSG00000156140";"ADAMTS3";"ADAM metallopeptidase with thrombospondin type 1 motif 3";82,0488245733324
"ENSG00000100867";"DHRS2";"dehydrogenase/reductase 2";81,8575389531681
"ENSG00000006788";"MYH13";"myosin heavy chain 13";80,2166794394431
"ENSG00000181790";"ADGRB1";"adhesion G protein-coupled receptor B1";79,7573091787244
"ENSG00000109846";"CRYAB";"crystallin alpha B";79,543715415476
