"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"MITOCHONDRIAL_GENE_EXPRESSION (GO:0140053)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MITOCHONDRIAL_GENE_EXPRESSION.html";"The process in which a mitochondrial gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [PMID:27058308]";169;-0,78683597;-1,6572756;0;0,14405818;0,107;5142;"tags=35%, list=14%, signal=40%"
"CYTOPLASMIC_TRANSLATIONAL_INITIATION (GO:0002183)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION.html";"The process preceding formation of the peptide bond between the first two amino acids of a protein in the cytoplasm. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA. [GOC:hjd]";48;-0,9525519;-1,6211331;0;0,21840887;0,289;51;"tags=4%, list=0%, signal=4%"
"FATTY_ACID_BETA_OXIDATION (GO:0006635)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_FATTY_ACID_BETA_OXIDATION.html";"A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively). [GOC:mah, ISBN:0198506732]";72;-0,86501646;-1,6025242;0;0,25116438;0,448;2221;"tags=24%, list=6%, signal=25%"
"LIPID_OXIDATION (GO:0034440)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_LIPID_OXIDATION.html";"The removal of one or more electrons from a lipid, with or without the concomitant removal of a proton or protons, by reaction with an electron-accepting substance, by addition of oxygen or by removal of hydrogen. [GOC:BHF, GOC:mah]";114;-0,7781691;-1,5758072;0;0,37864015;0,688;2372;"tags=21%, list=7%, signal=22%"
"MITOCHONDRIAL_TRANSLATION (GO:0032543)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MITOCHONDRIAL_TRANSLATION.html";"The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code. [GOC:go_curators]";131;-0,77692014;-1,5752;0;0,30814263;0,695;5362;"tags=40%, list=15%, signal=46%"
"REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS (GO:0019217)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS.html";"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids. [GOC:go_curators]";111;-0,80781096;-1,5728947;0;0,27023172;0,721;2221;"tags=22%, list=6%, signal=23%"
"LARGE_RIBOSOMAL_SUBUNIT (GO:0015934)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_LARGE_RIBOSOMAL_SUBUNIT.html";"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). [ISBN:0198506732]";113;-0,79565525;-1,5651761;0,004166667;0,2841309;0,792;5120;"tags=40%, list=14%, signal=46%"
"RESPONSE_TO_TYPE_I_INTERFERON (GO:0034340)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RESPONSE_TO_TYPE_I_INTERFERON.html";"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families. [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]";92;-0,8250007;-1,5636725;0;0,2583511;0,802;3818;"tags=32%, list=10%, signal=35%"
"REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT (GO:0046822)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT.html";"Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm. [GOC:bf]";120;-0,7791185;-1,5601413;0;0,2512934;0,824;1455;"tags=11%, list=4%, signal=11%"
"TRANSLATIONAL_INITIATION (GO:0006413)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_TRANSLATIONAL_INITIATION.html";"The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA. [ISBN:019879276X]";127;-0,7670371;-1,5514163;0;0,28354818;0,886;51;"tags=2%, list=0%, signal=2%"
"REGULATION_OF_TRANSLATIONAL_INITIATION (GO:0006446)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION.html";"Any process that modulates the frequency, rate or extent of translational initiation. [GOC:go_curators]";86;-0,82338774;-1,5447229;0,008264462;0,3059101;0,926;51;"tags=2%, list=0%, signal=2%"
"NUCLEAR_EXPORT (GO:0051168)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NUCLEAR_EXPORT.html";"The directed movement of substances out of the nucleus. [GOC:ai]";171;-0,7422802;-1,5439656;0,005263158;0,28571248;0,927;1231;"tags=6%, list=3%, signal=6%"
"POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION (GO:0045948)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION.html";"Any process that activates or increases the frequency, rate or extent of translational initiation. [GOC:go_curators]";30;-0,9648394;-1,5366529;0;0,31647316;0,96;2;"tags=3%, list=0%, signal=3%"
"REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT (GO:0033157)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT.html";"Any process that modulates the frequency, rate or extent of the directed movement of proteins within cells. [GOC:mah]";150;-0,75240046;-1,5326207;0,005376344;0,32402486;0,968;1455;"tags=11%, list=4%, signal=11%"
"FATTY_ACID_CATABOLIC_PROCESS (GO:0009062)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_FATTY_ACID_CATABOLIC_PROCESS.html";"The chemical reactions and pathways resulting in the breakdown of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes. [GOC:go_curators]";104;-0,78900415;-1,5312355;0,004901961;0,31247574;0,972;2563;"tags=23%, list=7%, signal=25%"
"MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX (GO:0098798)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX.html";"A protein complex that is part of a mitochondrion. [GOC:dos]";177;-0,72157377;-1,5303419;0;0,29936108;0,974;4401;"tags=33%, list=12%, signal=38%"
"MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS (GO:0072329)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS.html";"The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group. [GOC:mah]";125;-0,75679094;-1,5134015;0;0,42397824;0,996;2563;"tags=22%, list=7%, signal=23%"
