"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000101384";"JAG1";"jagged canonical Notch ligand 1";2724,77584594566
"ENSG00000163359";"COL6A3";"collagen type VI alpha 3 chain";2617,30256462488
"ENSG00000157227";"MMP14";"matrix metallopeptidase 14";2617,0888981643
"ENSG00000118257";"NRP2";"neuropilin 2";2477,68584965549
"ENSG00000142156";"COL6A1";"collagen type VI alpha 1 chain";2342,35580533802
"ENSG00000134871";"COL4A2";"collagen type IV alpha 2 chain";2252,70032022388
"ENSG00000122786";"CALD1";"caldesmon 1";2131,95800595796
"ENSG00000111799";"COL12A1";"collagen type XII alpha 1 chain";2071,98136598125
"ENSG00000177469";"CAVIN1";"caveolae associated protein 1";1986,57422432811
"ENSG00000137801";"THBS1";"thrombospondin 1";1954,79737494577
"ENSG00000135318";"NT5E";"5'-nucleotidase ecto";1836,40275880829
"ENSG00000162909";"CAPN2";"calpain 2";1782,64671596296
"ENSG00000142173";"COL6A2";"collagen type VI alpha 2 chain";1766,33837232283
"ENSG00000122863";"CHST3";"carbohydrate sulfotransferase 3";1756,31891085366
"ENSG00000169213";"RAB3B";"RAB3B, member RAS oncogene family";1678,36517807008
"ENSG00000134531";"EMP1";"epithelial membrane protein 1";1574,45291126483
"ENSG00000166147";"FBN1";"fibrillin 1";1568,57684674716
"ENSG00000114450";"GNB4";"G protein subunit beta 4";1560,47792072206
"ENSG00000133816";"MICAL2";"microtubule associated monooxygenase, calponin and LIM domain containing 2";1490,60045667716
"ENSG00000170961";"HAS2";"hyaluronan synthase 2";1484,93996162519
"ENSG00000011422";"PLAUR";"plasminogen activator, urokinase receptor";1472,32515037056
"ENSG00000095752";"IL11";"interleukin 11";1472,08776598862
"ENSG00000117519";"CNN3";"calponin 3";1468,64959154091
"ENSG00000163297";"ANTXR2";"ANTXR cell adhesion molecule 2";1457,31357814735
"ENSG00000187498";"COL4A1";"collagen type IV alpha 1 chain";1443,02346688698
"ENSG00000175592";"FOSL1";"FOS like 1, AP-1 transcription factor subunit";1428,41011414569
"ENSG00000145860";"RNF145";"ring finger protein 145";1415,13808945698
"ENSG00000106366";"SERPINE1";"serpin family E member 1";1377,18765383717
"ENSG00000057019";"DCBLD2";"discoidin, CUB and LCCL domain containing 2";1332,46484574066
"ENSG00000060982";"BCAT1";"branched chain amino acid transaminase 1";1312,9972426704
"ENSG00000170558";"CDH2";"cadherin 2";1277,04657499078
"ENSG00000120708";"TGFBI";"transforming growth factor beta induced";1231,76585356348
"ENSG00000153976";"HS3ST3A1";"heparan sulfate-glucosamine 3-sulfotransferase 3A1";1216,10417183182
"ENSG00000091986";"CCDC80";"coiled-coil domain containing 80";1148,96693055301
"ENSG00000163171";"CDC42EP3";"CDC42 effector protein 3";1136,69737687193
"ENSG00000183853";"KIRREL1";"kirre like nephrin family adhesion molecule 1";1122,21578266825
"ENSG00000196878";"LAMB3";"laminin subunit beta 3";1085,57336888249
"ENSG00000139211";"AMIGO2";"adhesion molecule with Ig like domain 2";1072,40507980397
"ENSG00000073792";"IGF2BP2";"insulin like growth factor 2 mRNA binding protein 2";1065,7565815158
"ENSG00000169908";"TM4SF1";"transmembrane 4 L six family member 1";1045,53290395687
"ENSG00000188549";"CCDC9B";"coiled-coil domain containing 9B";1023,32444867158
"ENSG00000100422";"CERK";"ceramide kinase";1020,82476965883
"ENSG00000198959";"TGM2";"transglutaminase 2";996,999958165632
"ENSG00000156113";"KCNMA1";"potassium calcium-activated channel subfamily M alpha 1";995,148603437354
"ENSG00000012660";"ELOVL5";"ELOVL fatty acid elongase 5";992,909544125377
"ENSG00000135842";"NIBAN1";"niban apoptosis regulator 1";979,117331023235
"ENSG00000115414";"FN1";"fibronectin 1";976,905990499607
"ENSG00000148848";"ADAM12";"ADAM metallopeptidase domain 12";967,171560394047
"ENSG00000153132";"CLGN";"calmegin";949,487532900683
"ENSG00000150938";"CRIM1";"cysteine rich transmembrane BMP regulator 1";949,18328476094
"ENSG00000182534";"MXRA7";"matrix remodeling associated 7";945,238963306795
"ENSG00000144959";"NCEH1";"neutral cholesterol ester hydrolase 1";936,355333729169
"ENSG00000145431";"PDGFC";"platelet derived growth factor C";925,315804388383
"ENSG00000164176";"EDIL3";"EGF like repeats and discoidin domains 3";891,190504123003
"ENSG00000141682";"PMAIP1";"phorbol-12-myristate-13-acetate-induced protein 1";888,459737788434
"ENSG00000141526";"SLC16A3";"solute carrier family 16 member 3";886,035476308742
"ENSG00000111186";"WNT5B";"Wnt family member 5B";879,87542102487
"ENSG00000075618";"FSCN1";"fascin actin-bundling protein 1";863,130755256344
"ENSG00000068366";"ACSL4";"acyl-CoA synthetase long chain family member 4";858,702419018192
"ENSG00000115641";"FHL2";"four and a half LIM domains 2";857,9604727247
"ENSG00000110811";"P3H3";"prolyl 3-hydroxylase 3";831,761124621003
"ENSG00000118523";"CCN2";"cellular communication network factor 2";822,32029027749
"ENSG00000130635";"COL5A1";"collagen type V alpha 1 chain";815,93819181621
"ENSG00000140937";"CDH11";"cadherin 11";815,4291756262
"ENSG00000159164";"SV2A";"synaptic vesicle glycoprotein 2A";786,47096942318
"ENSG00000044524";"EPHA3";"EPH receptor A3";784,910520737371
"ENSG00000170017";"ALCAM";"activated leukocyte cell adhesion molecule";778,935254094476
"ENSG00000185760";"KCNQ5";"potassium voltage-gated channel subfamily Q member 5";765,385565027436
"ENSG00000147100";"SLC16A2";"solute carrier family 16 member 2";764,049089500468
"ENSG00000174136";"RGMB";"repulsive guidance molecule BMP co-receptor b";760,096495331768
"ENSG00000099810";"MTAP";"methylthioadenosine phosphorylase";752,932386485369
"ENSG00000172260";"NEGR1";"neuronal growth regulator 1";749,048278569614
"ENSG00000107957";"SH3PXD2A";"SH3 and PX domains 2A";747,955425899905
"ENSG00000154678";"PDE1C";"phosphodiesterase 1C";744,241955538126
"ENSG00000131016";"AKAP12";"A-kinase anchoring protein 12";728,412177955361
"ENSG00000076706";"MCAM";"melanoma cell adhesion molecule";721,666427226091
"ENSG00000117143";"UAP1";"UDP-N-acetylglucosamine pyrophosphorylase 1";716,336151408027
"ENSG00000067048";"DDX3Y";"DEAD-box helicase 3 Y-linked";715,488598983378
"ENSG00000109861";"CTSC";"cathepsin C";713,003874127681
"ENSG00000204262";"COL5A2";"collagen type V alpha 2 chain";709,157730847469
"ENSG00000249992";"TMEM158";"transmembrane protein 158";703,86779889397
"ENSG00000157168";"NRG1";"neuregulin 1";699,943899295093
"ENSG00000079819";"EPB41L2";"erythrocyte membrane protein band 4.1 like 2";696,508078822955
"ENSG00000105976";"MET";"MET proto-oncogene, receptor tyrosine kinase";696,023637451638
"ENSG00000145147";"SLIT2";"slit guidance ligand 2";695,159982751747
"ENSG00000142227";"EMP3";"epithelial membrane protein 3 (MAM blood group)";694,881511023432
"ENSG00000124225";"PMEPA1";"prostate transmembrane protein, androgen induced 1";693,629203250277
"ENSG00000070882";"OSBPL3";"oxysterol binding protein like 3";689,242340026313
"ENSG00000179242";"CDH4";"cadherin 4";684,170869112826
"ENSG00000108854";"SMURF2";"SMAD specific E3 ubiquitin protein ligase 2";675,040658639769
"ENSG00000197956";"S100A6";"S100 calcium binding protein A6";663,210488452083
"ENSG00000136717";"BIN1";"bridging integrator 1";660,038800895536
"ENSG00000218336";"TENM3";"teneurin transmembrane protein 3";647,996686227659
"ENSG00000125726";"CD70";"CD70 molecule";646,474249918916
"ENSG00000131711";"MAP1B";"microtubule associated protein 1B";646,295584538271
"ENSG00000173706";"HEG1";"heart development protein with EGF like domains 1";644,375593617697
"ENSG00000109113";"RAB34";"RAB34, member RAS oncogene family";638,500884319962
"ENSG00000156804";"FBXO32";"F-box protein 32";621,989457845103
"ENSG00000165512";"ZNF22";"zinc finger protein 22";605,965958364778
"ENSG00000154127";"UBASH3B";"ubiquitin associated and SH3 domain containing B";599,245936228774
"ENSG00000092969";"TGFB2";"transforming growth factor beta 2";597,887166843208
"ENSG00000101311";"FERMT1";"FERM domain containing kindlin 1";590,976942114289
"ENSG00000134775";"FHOD3";"formin homology 2 domain containing 3";589,251126493009
"ENSG00000101955";"SRPX";"sushi repeat containing protein X-linked";585,871150903821
"ENSG00000113657";"DPYSL3";"dihydropyrimidinase like 3";575,991097802708
"ENSG00000233276";"GPX1";"glutathione peroxidase 1";561,909301796113
"ENSG00000181104";"F2R";"coagulation factor II thrombin receptor";561,679172261135
"ENSG00000148516";"ZEB1";"zinc finger E-box binding homeobox 1";560,691762646632
"ENSG00000107249";"GLIS3";"GLIS family zinc finger 3";558,742787571203
"ENSG00000182718";"ANXA2";"annexin A2";553,283565043184
"ENSG00000128805";"ARHGAP22";"Rho GTPase activating protein 22";552,705251502846
"ENSG00000172380";"GNG12";"G protein subunit gamma 12";546,368311973563
"ENSG00000118985";"ELL2";"elongation factor for RNA polymerase II 2";545,351730701439
"ENSG00000140945";"CDH13";"cadherin 13";544,528396636974
"ENSG00000156535";"CD109";"CD109 molecule";542,874881380122
"ENSG00000120217";"CD274";"CD274 molecule";541,082149822286
"ENSG00000169991";"IFFO2";"intermediate filament family orphan 2";539,623484073522
"ENSG00000115935";"WIPF1";"WAS/WASL interacting protein family member 1";538,736183262919
"ENSG00000197467";"COL13A1";"collagen type XIII alpha 1 chain";538,352013450624
"ENSG00000050165";"DKK3";"dickkopf WNT signaling pathway inhibitor 3";523,73108698444
"ENSG00000263753";"LINC00667";"long intergenic non-protein coding RNA 667";523,147919386118
"ENSG00000145934";"TENM2";"teneurin transmembrane protein 2";521,631308320839
"ENSG00000146376";"ARHGAP18";"Rho GTPase activating protein 18";521,601877868562
"ENSG00000179456";"ZBTB18";"zinc finger and BTB domain containing 18";510,201121615201
"ENSG00000077264";"PAK3";"p21 (RAC1) activated kinase 3";509,862458637718
"ENSG00000177606";"JUN";"Jun proto-oncogene, AP-1 transcription factor subunit";509,198057134895
"ENSG00000149948";"HMGA2";"high mobility group AT-hook 2";508,724052873756
"ENSG00000104219";"ZDHHC2";"zinc finger DHHC-type palmitoyltransferase 2";502,682841223599
"ENSG00000152661";"GJA1";"gap junction protein alpha 1";500,873946927318
"ENSG00000180801";"ARSJ";"arylsulfatase family member J";500,117413395063
"ENSG00000058091";"CDK14";"cyclin dependent kinase 14";492,50916797875
"ENSG00000157613";"CREB3L1";"cAMP responsive element binding protein 3 like 1";489,495819216283
"ENSG00000133216";"EPHB2";"EPH receptor B2";486,521340041133
"ENSG00000166086";"JAM3";"junctional adhesion molecule 3";485,992983925248
"ENSG00000112208";"BAG2";"BAG cochaperone 2";476,330559387721
"ENSG00000163069";"SGCB";"sarcoglycan beta";474,138441876595
"ENSG00000172716";"SLFN11";"schlafen family member 11";473,535493614776
"ENSG00000163513";"TGFBR2";"transforming growth factor beta receptor 2";472,466743644794
"ENSG00000120318";"ARAP3";"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3";469,565197055549
"ENSG00000135074";"ADAM19";"ADAM metallopeptidase domain 19";467,774563202927
"ENSG00000142627";"EPHA2";"EPH receptor A2";467,451882510088
"ENSG00000111252";"SH2B3";"SH2B adaptor protein 3";465,025958354432
"ENSG00000113070";"HBEGF";"heparin binding EGF like growth factor";462,256012585721
"ENSG00000087086";"FTL";"ferritin light chain";462,039650774767
"ENSG00000152104";"PTPN14";"protein tyrosine phosphatase non-receptor type 14";461,078266434031
"ENSG00000154380";"ENAH";"ENAH actin regulator";459,635613832554
"ENSG00000106070";"GRB10";"growth factor receptor bound protein 10";458,436476464765
"ENSG00000171617";"ENC1";"ectodermal-neural cortex 1";457,954994272345
"ENSG00000178031";"ADAMTSL1";"ADAMTS like 1";457,707912432722
"ENSG00000134802";"SLC43A3";"solute carrier family 43 member 3";456,817182661959
"ENSG00000110888";"CAPRIN2";"caprin family member 2";456,491774483373
"ENSG00000204520";"MICA";"MHC class I polypeptide-related sequence A";454,658024915706
"ENSG00000168785";"TSPAN5";"tetraspanin 5";454,207288546387
"ENSG00000152377";"SPOCK1";"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1";452,86751749051
"ENSG00000113140";"SPARC";"secreted protein acidic and cysteine rich";442,223792708081
"ENSG00000162733";"DDR2";"discoidin domain receptor tyrosine kinase 2";436,722582197604
"ENSG00000198053";"SIRPA";"signal regulatory protein alpha";434,728443824858
"ENSG00000198796";"ALPK2";"alpha kinase 2";427,303688865743
"ENSG00000135631";"RAB11FIP5";"RAB11 family interacting protein 5";426,544399031422
"ENSG00000146674";"IGFBP3";"insulin like growth factor binding protein 3";426,454722081197
"ENSG00000182667";"NTM";"neurotrimin";421,454392657793
"ENSG00000074657";"ZNF532";"zinc finger protein 532";421,334452974912
"ENSG00000138623";"SEMA7A";"semaphorin 7A (JohnMiltonHagen blood group)";420,730546841289
"ENSG00000171488";"LRRC8C";"leucine rich repeat containing 8 VRAC subunit C";415,863155844918
"ENSG00000135919";"SERPINE2";"serpin family E member 2";415,638228249877
"ENSG00000134874";"DZIP1";"DAZ interacting zinc finger protein 1";413,471986111127
"ENSG00000072840";"EVC";"EvC ciliary complex subunit 1";413,387885588744
"ENSG00000128567";"PODXL";"podocalyxin like";411,571497507301
"ENSG00000144824";"PHLDB2";"pleckstrin homology like domain family B member 2";410,821709500207
"ENSG00000115310";"RTN4";"reticulon 4";410,615237740903
"ENSG00000171877";"FRMD5";"FERM domain containing 5";409,307162375271
"ENSG00000188042";"ARL4C";"ARF like GTPase 4C";408,096347661884
