"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE (hsa00534)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE.html";"Glycosaminoglycan biosynthesis - heparan sulfate";24;0,9135982;1,4435574;0,028957529;1;0,927;505;"tags=17%, list=3%, signal=17%"
"MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY (N01287)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_TIGHT_JUNCTION_ACTIN_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: (OCLN,CLDN) == TJP1 == CTTN == ARP2/3 == (ACTB,ACTG1)";31;0,91025007;1,4431746;0,006263048;1;0,929;942;"tags=19%, list=5%, signal=20%"
"MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY (N00019)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_FGF_FGFR_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: FGF -> FGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK";29;0,87033;1,4133761;0,053435113;1;0,993;507;"tags=14%, list=3%, signal=14%"
"MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY (N00215)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_KITLG_KIT_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: KITLG -> KIT -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK";15;0,95246965;1,402563;0,017307693;1;0,998;485;"tags=13%, list=3%, signal=14%"
"MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY (N00020)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_VARIANT_AMPLIFIED_FGFR_TO_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: FGFR* -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK";15;0,9201587;1,3782352;0,052738335;1;1;485;"tags=13%, list=3%, signal=14%"
"MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION (N00125)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_VARIANT_IGH_MMSET_FUSION_TO_TRANSCRIPTIONAL_ACTIVATION.html";"Pathway Definition from KEGG: IGH-MMSET -> H3 => CCND2";15;0,9316927;1,3732125;0,0375;1;1;104;"tags=7%, list=1%, signal=7%"
"MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY (N00015)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: PDGF -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK";17;0,9147307;1,3726951;0,062381852;1;1;846;"tags=18%, list=4%, signal=18%"
"MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY (N00386)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_PATHOGEN_HCMV_GB_TO_PDGFR_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: UL55 -> PDGFR -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK";15;0,9262946;1,3546468;0,05263158;1;1;846;"tags=20%, list=4%, signal=21%"
"MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY (N00028)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_PDGF_PDGFR_PLCG_CAMK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: PDGF -> PDGFR -> PLCG -> IP3 -> Ca2+ -> CALM == CAMK";16;0,9078659;1,3467252;0,07977737;1;1;1133;"tags=19%, list=6%, signal=20%"
"MEDICUS_REFERENCE_TRANSLATION_INITIATION (N01317)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION.html";"Pathway Definition from KEGG: 40S == mRNA == 60S";76;0,7469724;1,342876;0,073469386;1;1;2721;"tags=39%, list=14%, signal=46%"
"STEROID_BIOSYNTHESIS (hsa00100)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STEROID_BIOSYNTHESIS.html";"Steroid biosynthesis";17;0,8953562;1,3384445;0,070281126;1;1;313;"tags=24%, list=2%, signal=24%"
"MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY (N01343)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_ACH_CHRN_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: ACh -> CHRNA7 -> Ca2+ -> RAS -> RAF -> MEK -> ERK -> CREB";21;0,86188346;1,3373724;0,10291262;1;1;1007;"tags=24%, list=5%, signal=25%"
"MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY (N00011)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: FGFR3* -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK -> MSK1 -> MYC";16;0,90305114;1,3348997;0,06963249;1;1;485;"tags=13%, list=3%, signal=13%"
"MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY (N00305)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_VARIANT_MUTATION_INACTIVATED_ATP2B3_TO_ANGIOTENSIN_ALDOSTERONE_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: ATP2B3* -> Ca2+ -> CALM -> CAMK -> CREB => CYP11B2 -> Aldosterone";21;0,8384108;1,2925284;0,15476191;1;1;1007;"tags=19%, list=5%, signal=20%"
"GLYCINE_SERINE_AND_THREONINE_METABOLISM (hsa00260)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM.html";"Glycine, serine and threonine metabolism";29;0,8008923;1,2913593;0,14877589;1;1;367;"tags=10%, list=2%, signal=11%"
"MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY (N00994)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_AGE_RAGE_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: AGE -> AGER -> RAS -> RAF -> MEK -> ERK -> NFKB => (TNF,IL6,NOS2)";15;0,87711686;1,2875303;0,13438736;1;1;485;"tags=13%, list=3%, signal=14%"
"CYSTEINE_AND_METHIONINE_METABOLISM (hsa00270)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CYSTEINE_AND_METHIONINE_METABOLISM.html";"Cysteine and methionine metabolism";33;0,7935024;1,2763358;0,13934426;1;1;1012;"tags=12%, list=5%, signal=13%"
"MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY (N01427)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: WNT5A -> (FZD,(ROR1,ROR2)) -> DVL";16;0,8618613;1,272302;0,11720227;1;1;832;"tags=25%, list=4%, signal=26%"
