"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000254656";"RTL1";"retrotransposon Gag like 1";167,836430526319
"ENSG00000103546";"SLC6A2";"solute carrier family 6 member 2";157,586488231436
"ENSG00000008196";"TFAP2B";"transcription factor AP-2 beta";154,655303574255
"ENSG00000104435";"STMN2";"stathmin 2";151,18827822667
"ENSG00000112936";"C7";"complement C7";150,37623629716
"ENSG00000185559";"DLK1";"delta like non-canonical Notch ligand 1";135,388558195422
"ENSG00000165462";"PHOX2A";"paired like homeobox 2A";133,280863956831
"ENSG00000123454";"DBH";"dopamine beta-hydroxylase";127,679021646476
"ENSG00000182836";"PLCXD3";"phosphatidylinositol specific phospholipase C X domain containing 3";115,394116532047
"ENSG00000109132";"PHOX2B";"paired like homeobox 2B";115,14669735602
"ENSG00000168348";"INSM2";"INSM transcriptional repressor 2";115,141114608337
"ENSG00000196482";"ESRRG";"estrogen related receptor gamma";109,662042136873
"ENSG00000141668";"CBLN2";"cerebellin 2 precursor";103,263061593076
"ENSG00000036565";"SLC18A1";"solute carrier family 18 member A1";102,656841075011
"ENSG00000077279";"DCX";"doublecortin";101,739578455236
"ENSG00000221867";"MAGEA3";"MAGE family member A3";100,654070895188
"ENSG00000165606";"DRGX";"dorsal root ganglia homeobox";98,0815835960702
"ENSG00000100842";"EFS";"embryonal Fyn-associated substrate";97,104917442284
"ENSG00000160716";"CHRNB2";"cholinergic receptor nicotinic beta 2 subunit";96,6404244274563
"ENSG00000170091";"NSG2";"neuronal vesicle trafficking associated 2";95,2945759933767
"ENSG00000049540";"ELN";"elastin";94,8438688007323
"ENSG00000112038";"OPRM1";"opioid receptor mu 1";94,1068902260682
"ENSG00000167414";"GNG8";"G protein subunit gamma 8";93,00570546055
"ENSG00000118473";"SGIP1";"SH3GL interacting endocytic adaptor 1";92,1823656414987
"ENSG00000089199";"CHGB";"chromogranin B";91,7451026666481
"ENSG00000177511";"ST8SIA3";"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3";90,4640414250532
"ENSG00000117600";"PLPPR4";"phospholipid phosphatase related 4";90,282385547853
"ENSG00000198570";"RD3";"RD3 regulator of GUCY2D";89,2930546980632
"ENSG00000197859";"ADAMTSL2";"ADAMTS like 2";89,1352978036995
"ENSG00000132872";"SYT4";"synaptotagmin 4";87,852022721226
"ENSG00000196990";"FAM163B";"family with sequence similarity 163 member B";86,8167692569593
"ENSG00000117598";"PLPPR5";"phospholipid phosphatase related 5";86,4854910955051
"ENSG00000102466";"FGF14";"fibroblast growth factor 14";84,0633136781929
"ENSG00000115297";"TLX2";"T cell leukemia homeobox 2";84,0252282151353
"ENSG00000183160";"TMEM119";"transmembrane protein 119";83,5309336351864
"ENSG00000100604";"CHGA";"chromogranin A";82,3412622226013
"ENSG00000162374";"ELAVL4";"ELAV like RNA binding protein 4";81,932825208692
"ENSG00000155011";"DKK2";"dickkopf WNT signaling pathway inhibitor 2";81,7676298247724
"ENSG00000237125";"HAND2-AS1";"HAND2 antisense RNA 1";81,6788686617105
"ENSG00000147256";"ARHGAP36";"Rho GTPase activating protein 36";80,1216031259817
"ENSG00000048540";"LMO3";"LIM domain only 3";79,3291188406477
"ENSG00000183654";"MARCHF11";"membrane associated ring-CH-type finger 11";78,8451757408755
"ENSG00000117152";"RGS4";"regulator of G protein signaling 4";77,317538140757
"ENSG00000197172";"MAGEA6";"MAGE family member A6";77,2119296981358
"ENSG00000165731";"RET";"ret proto-oncogene";76,5967116631931
"ENSG00000282826";"FRG1CP";"FSHD region gene 1 family member C, pseudogene";76,0272721043899
"ENSG00000196277";"GRM7";"glutamate metabotropic receptor 7";75,6201737201144
"ENSG00000168843";"FSTL5";"follistatin like 5";74,7401073741261
"ENSG00000290445";"CCNYL2";"cyclin Y like 2 (pseudogene)";72,2472709086258
"ENSG00000164418";"GRIK2";"glutamate ionotropic receptor kainate type subunit 2";71,8359842181966
"ENSG00000174080";"CTSF";"cathepsin F";71,749522550975
"ENSG00000163497";"FEV";"FEV transcription factor, ETS family member";71,2418889761339
"ENSG00000139352";"ASCL1";"achaete-scute family bHLH transcription factor 1";70,8409325482127
"ENSG00000291065";"LOC441666";"zinc finger protein 91 pseudogene";70,2871012819812
"ENSG00000144406";"UNC80";"unc-80 homolog, NALCN channel complex subunit";70,2505130063179
"ENSG00000198963";"RORB";"RAR related orphan receptor B";70,1952177243793
"ENSG00000060709";"RIMBP2";"RIMS binding protein 2";68,545283787051
"ENSG00000228944";"LOC107986777";"uncharacterized LOC107986777";68,5297188329907
"ENSG00000174963";"ZIC4";"Zic family member 4";67,3514274885176
"ENSG00000183960";"KCNH8";"potassium voltage-gated channel subfamily H member 8";65,5661941215405
"ENSG00000125869";"LAMP5";"lysosomal associated membrane protein family member 5";64,9736217071786
"ENSG00000133878";"DUSP26";"dual specificity phosphatase 26";63,8212573165838
"ENSG00000077080";"ACTL6B";"actin like 6B";62,5892890942745
"ENSG00000302531";"LOC105371703";"uncharacterized LOC105371703";62,1347143023184
"ENSG00000092051";"JPH4";"junctophilin 4";61,9200316254489
