"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"THYROID_CANCER (hsa05216)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_THYROID_CANCER.html";"Thyroid cancer";27;-0,8953428;-1,4352381;0,023346303;1;0,984;333;"tags=19%, list=2%, signal=19%"
"TYROSINE_METABOLISM (hsa00350)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_TYROSINE_METABOLISM.html";"Tyrosine metabolism";35;-0,824538;-1,3574649;0,0734127;1;1;2253;"tags=29%, list=11%, signal=32%"
"MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY (N00011)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_VARIANT_MUTATION_ACTIVATED_FGFR3_TO_RAS_ERK_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: FGFR3* -> GRB2 -> SOS -> RAS -> RAF -> MEK -> ERK -> MSK1 -> MYC";15;-0,90594447;-1,3563416;0,06374502;1;1;808;"tags=20%, list=4%, signal=21%"
"SELENOAMINO_ACID_METABOLISM (hsa00450)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_SELENOAMINO_ACID_METABOLISM.html";"Selenoamino acid metabolism";25;-0,85575;-1,3512231;0,07212476;1;1;1034;"tags=16%, list=5%, signal=17%"
"ACUTE_MYELOID_LEUKEMIA (hsa05221)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ACUTE_MYELOID_LEUKEMIA.html";"Acute myeloid leukemia";55;-0,768277;-1,3411793;0,07414449;1;1;808;"tags=13%, list=4%, signal=13%"
"TRYPTOPHAN_METABOLISM (hsa00380)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_TRYPTOPHAN_METABOLISM.html";"Tryptophan metabolism";33;-0,79897875;-1,337865;0,118320614;1;1;1761;"tags=18%, list=9%, signal=20%"
"MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY (N01662)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_IFN_RIPK1_3_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: IFN -> IFNR -> JAKs -> STAT+IRF9 => (RIPK1+RIPK3)";16;-0,874996;-1,3244661;0,09469697;1;1;162;"tags=6%, list=1%, signal=6%"
"ENDOMETRIAL_CANCER (hsa05213)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ENDOMETRIAL_CANCER.html";"Endometrial cancer";50;-0,76488924;-1,3143082;0,106090374;1;1;808;"tags=10%, list=4%, signal=10%"
"METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450 (hsa00980)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450.html";"Metabolism of xenobiotics by cytochrome P450";43;-0,77669996;-1,3109493;0,1166348;1;1;278;"tags=9%, list=1%, signal=9%"
"MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY (N01688)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_MEDICUS_REFERENCE_ADRB3_UCP1_SIGNALING_PATHWAY.html";"Pathway Definition from KEGG: ADRB3 -> GNAS -> ADCY -> cAMP -> PKA -> JMD1A+SWI/SNF+PPARG => UCP1";32;-0,7966481;-1,3107363;0,116504855;1;1;989;"tags=13%, list=5%, signal=13%"
