"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY (GO:1903231)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY.html";"A translation repressor activity that acts by base-pairing with an mRNA. The binding can result in targeting the mRNA for degradation or interfering with mRNA translation, hence resulting in posttranscriptional gene silencing. [GOC:BHF, GOC:BHF_miRNA, PMID:18197166, PMID:20533884]";298;-0,9206572;-1,9165429;0;0;0;1371;"tags=1%, list=4%, signal=1%"
"REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS (GO:0032434)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS.html";"Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome. [GOC:mah]";134;-0,83760464;-1,6108183;0;0,09764028;0,139;1530;"tags=10%, list=4%, signal=11%"
"REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS (GO:1903050)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS.html";"Any process that modulates the frequency, rate or extent of proteolysis involved in cellular catabolic process. [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18307834]";243;-0,7647523;-1,6047854;0;0,08519393;0,177;2262;"tags=12%, list=6%, signal=12%"
"REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS (GO:0061136)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS.html";"Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome. [GOC:dph, GOC:tb]";204;-0,79349816;-1,5967654;0;0,08745288;0,235;2209;"tags=11%, list=6%, signal=12%"
"MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE (GO:0001763)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE.html";"The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes. [ISBN:0721662544]";214;-0,7800718;-1,5950596;0;0,07504904;0,248;1155;"tags=25%, list=3%, signal=25%"
"BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE (GO:0048754)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE.html";"The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder. [GOC:dgh, GOC:dph, GOC:jid]";166;-0,81327456;-1,5836884;0;0,09379705;0,348;1155;"tags=26%, list=3%, signal=27%"
"ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION (GO:0009952)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION.html";"The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]";224;-0,78083354;-1,5832661;0;0,08193671;0,353;1225;"tags=24%, list=3%, signal=25%"
"NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS (GO:0051053)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS.html";"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving DNA. [GOC:ai]";135;-0,8280413;-1,5773948;0,0051282053;0,08451886;0,4;721;"tags=6%, list=2%, signal=6%"
"POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS (GO:1901800)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS.html";"Any process that activates or increases the frequency, rate or extent of proteasomal protein catabolic process. [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21669198]";116;-0,8419201;-1,5644656;0,0028818443;0,11284327;0,528;2209;"tags=13%, list=6%, signal=14%"
"POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS (GO:0045732)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS.html";"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds. [GOC:go_curators]";216;-0,77687114;-1,5608324;0;0,11355167;0,568;2253;"tags=14%, list=6%, signal=15%"
