"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"IMMUNOGLOBULIN_COMPLEX (GO:0019814)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_IMMUNOGLOBULIN_COMPLEX.html";"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, GOC:jl, ISBN:0781765196]";157;-0,87931156;-1,7907223;0;0,0012556771;0,001;737;"tags=1%, list=2%, signal=1%"
"LNCRNA_BINDING (GO:0106222)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_LNCRNA_BINDING.html";"Binding to a long noncoding RNA (lncRNA). [PMID:25578728]";35;-0,9519542;-1,555891;0;1;0,862;123;"tags=6%, list=0%, signal=6%"
"NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION (GO:0032480)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION.html";"Any process that stops, prevents, or reduces the frequency, rate, or extent of type I interferon production. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families. [GOC:add, GOC:mah]";48;-0,9024766;-1,538137;0,016064256;1;0,947;541;"tags=8%, list=1%, signal=8%"
"DEFENSE_RESPONSE_TO_VIRUS (GO:0051607)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DEFENSE_RESPONSE_TO_VIRUS.html";"Reactions triggered in response to the presence of a virus that act to protect the cell or organism. [GOC:ai]";327;-0,68313974;-1,5288786;0;1;0,972;2758;"tags=21%, list=8%, signal=23%"
"AUTOPHAGY_OF_MITOCHONDRION (GO:0000422)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_AUTOPHAGY_OF_MITOCHONDRION.html";"The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions. [GOC:autophagy, PMID:15798367, PMID:19289147, PMID:23065344]";115;-0,7670665;-1,5088056;0,006289308;1;0,997;3746;"tags=24%, list=10%, signal=27%"
"HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES (GO:0016814)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_HYDROLASE_ACTIVITY_ACTING_ON_CARBON_NITROGEN_BUT_NOT_PEPTIDE_BONDS_IN_CYCLIC_AMIDINES.html";"Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amidine, a compound of the form R-C(=NH)-NH2. [EC:3.5.4.-]";35;-0,9172899;-1,5036685;0,0076045627;1;0,998;360;"tags=11%, list=1%, signal=12%"
"DEAMINASE_ACTIVITY (GO:0019239)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_DEAMINASE_ACTIVITY.html";"Catalysis of the removal of an amino group from a substrate, producing a substituted or nonsubstituted ammonia (NH3/NH2R). [GOC:jl]";33;-0,9180709;-1,4988952;0,029787235;1;0,998;360;"tags=12%, list=1%, signal=12%"
"REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY (GO:0000079)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY.html";"Any process that modulates the frequency, rate or extent of cyclin-dependent protein serine/threonine kinase activity. [GOC:go_curators, GOC:pr]";33;-0,9092965;-1,4933681;0,011764706;1;0,999;155;"tags=6%, list=0%, signal=6%"
"ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE (GO:0140662)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ATP_DEPENDENT_PROTEIN_FOLDING_CHAPERONE.html";"Binding to a protein or a protein-containing complex to assist the protein folding process, driven by ATP hydrolysis. [PMID:27365453]";36;-0,92752093;-1,4887621;0,011070111;1;0,999;200;"tags=6%, list=1%, signal=6%"
"CYTOCHROME_COMPLEX (GO:0070069)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_CYTOCHROME_COMPLEX.html";"A protein complex in which at least one of the proteins is a cytochrome, i.e. a heme-containing protein involved in catalysis of redox reactions. [GOC:mah]";38;-0,9005812;-1,4868126;0,015444015;1;0,999;1401;"tags=11%, list=4%, signal=11%"
"FICOLIN_1_RICH_GRANULE_LUMEN (GO:1904813)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_FICOLIN_1_RICH_GRANULE_LUMEN.html";"Any membrane-enclosed lumen that is part of a ficolin-1-rich granule. [GO_REF:0000064, GOC:TermGenie, PMID:23650620]";124;-0,72909814;-1,4821455;0,008130081;1;1;2290;"tags=18%, list=6%, signal=19%"
"RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS (GO:0006278)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS.html";"A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand. [GOC:mah, ISBN:0198506732]";61;-0,81625265;-1,4814508;0,024752475;0,9561411;1;2850;"tags=20%, list=8%, signal=21%"
"EPIDERMIS_DEVELOPMENT (GO:0008544)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_EPIDERMIS_DEVELOPMENT.html";"The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species. [GOC:go_curators, UBERON:0001003]";400;-0,6391788;-1,4690387;0;1;1;1183;"tags=15%, list=3%, signal=15%"
"CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT (GO:0060706)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT.html";"The process in which a relatively unspecialized cell acquires specialized features of the embryonic placenta. [GOC:dph]";26;-0,9365053;-1,4677342;0,027303753;1;1;1295;"tags=27%, list=4%, signal=28%"
"NEGATIVE_REGULATION_OF_LIPID_TRANSPORT (GO:0032369)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_LIPID_TRANSPORT.html";"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:mah]";52;-0,84766203;-1,4624759;0,014218009;1;1;50;"tags=4%, list=0%, signal=4%"
