"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"IMMUNOGLOBULIN_COMPLEX (GO:0019814)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_IMMUNOGLOBULIN_COMPLEX.html";"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, GOC:jl, ISBN:0781765196]";157;0,93955594;1,6894406;0;0;0;537;"tags=1%, list=1%, signal=1%"
"ODORANT_BINDING (GO:0005549)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ODORANT_BINDING.html";"Binding to an odorant, any substance capable of stimulating the sense of smell. [GOC:jl, ISBN:0721662544]";108;0,9056146;1,55205;0;0,058921486;0,14;3426;"tags=1%, list=9%, signal=1%"
"SYNAPTIC_TRANSMISSION_GLUTAMATERGIC (GO:0035249)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC.html";"The vesicular release of glutamate from a presynapse, across a chemical synapse, the subsequent activation of glutamate receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse. [GOC:dos]";108;0,9044195;1,546325;0;0,04921601;0,17;1500;"tags=26%, list=4%, signal=27%"
"REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC (GO:0051966)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_SYNAPTIC_TRANSMISSION_GLUTAMATERGIC.html";"Any process that modulates the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate. [GOC:ai]";74;0,9208937;1,5006409;0;0,27260742;0,763;1500;"tags=31%, list=4%, signal=32%"
"REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL (GO:0060078)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL.html";"Any process that modulates the potential difference across a post-synaptic membrane. [GOC:dph, GOC:ef]";152;0,8215047;1,4618298;0,006060606;0,87303036;0,998;1654;"tags=26%, list=5%, signal=27%"
"REGULATION_OF_NERVOUS_SYSTEM_PROCESS (GO:0031644)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_NERVOUS_SYSTEM_PROCESS.html";"Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system. [GOC:dph, GOC:mah, GOC:tb]";124;0,8318934;1,4506168;0,0016233766;1;1;1675;"tags=21%, list=5%, signal=22%"
"CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC (GO:0099565)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC.html";"The part of synaptic transmission occurring in the post-synapse: a signal transduction pathway consisting of neurotransmitter receptor activation and its effects on postsynaptic membrane potential and the ionic composition of the postsynaptic cytosol. [GOC:dos]";121;0,8247046;1,4423935;0,014150944;1;1;1654;"tags=26%, list=5%, signal=27%"
"MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL (GO:0098815)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL.html";"Any process that modulates the frequency, rate or extent of excitatory postsynaptic potential (EPSP). EPSP is a process that leads to a temporary increase in postsynaptic potential due to the flow of positively charged ions into the postsynaptic cell. The flow of ions that causes an EPSP is an excitatory postsynaptic current (EPSC) and makes it easier for the neuron to fire an action potential. [GOC:dos]";51;0,9231912;1,4335645;0;1;1;1296;"tags=31%, list=4%, signal=32%"
"REGULATION_OF_CIRCADIAN_RHYTHM (GO:0042752)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_CIRCADIAN_RHYTHM.html";"Any process that modulates the frequency, rate or extent of a circadian rhythm. A circadian rhythm is a biological process in an organism that recurs with a regularity of approximately 24 hours. [GOC:dph, GOC:jl, GOC:tb]";114;0,82404906;1,4260914;0,015202703;1;1;1540;"tags=10%, list=4%, signal=10%"
"DOPAMINE_TRANSPORT (GO:0015872)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DOPAMINE_TRANSPORT.html";"The directed movement of dopamine into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Dopamine is a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline. [GOC:ai]";43;0,92191947;1,414798;0,0051457975;1;1;989;"tags=23%, list=3%, signal=24%"
