"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"ENDOPLASMIC_RETICULUM_LUMEN (GO:0005788)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_ENDOPLASMIC_RETICULUM_LUMEN.html";"The volume enclosed by the membranes of the endoplasmic reticulum. [ISBN:0198547684]";281;-0,8016902;-1,5401686;0;0,18497396;0,161;1335;"tags=24%, list=7%, signal=26%"
"UNSATURATED_FATTY_ACID_METABOLIC_PROCESS (GO:0033559)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving an unsaturated fatty acid, any fatty acid containing one or more double bonds between carbon atoms. [GOC:mah]";102;-0,87941796;-1,5341861;0;0,12694776;0,211;1047;"tags=25%, list=5%, signal=27%"
"COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX (GO:0062023)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX.html";"An extracellular matrix consisting mainly of proteins (especially collagen) and glycosaminoglycans (mostly as proteoglycans) that provides not only essential physical scaffolding for the cellular constituents but can also initiate crucial biochemical and biomechanical cues required for tissue morphogenesis, differentiation and homeostasis. The components are secreted by cells in the vicinity and form a sheet underlying or overlying cells such as endothelial and epithelial cells. [GOC:BHF, GOC:rph, PMID:21123617]";320;-0,7802498;-1,5110406;0;0,31293333;0,596;1278;"tags=25%, list=7%, signal=27%"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN (GO:0016705)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN.html";"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor. [EC:1.14.-.-]";162;-0,8205396;-1,4947912;0,0014265336;0,49473464;0,853;1013;"tags=15%, list=5%, signal=16%"
"LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS (GO:0001676)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving a long-chain fatty acid. A long-chain fatty acid has an aliphatic tail containing 13 to 22 carbons. [GOC:ajp]";96;-0,85976416;-1,4858196;0,0043923864;0,591903;0,94;757;"tags=18%, list=4%, signal=18%"
"FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS (GO:0006775)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_FAT_SOLUBLE_VITAMIN_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving of any of a diverse group of vitamins that are soluble in organic solvents and relatively insoluble in water. [GOC:jl, ISBN:0198506732]";37;-0,9331046;-1,4815102;0,0016051364;0,5936579;0,968;679;"tags=16%, list=4%, signal=17%"
"FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS (GO:1901568)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving fatty acid derivative. [GOC:pr, GOC:TermGenie]";72;-0,8714011;-1,4789793;0,003030303;0,56416756;0,979;599;"tags=15%, list=3%, signal=16%"
"SYNAPTIC_VESICLE_LOCALIZATION (GO:0097479)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SYNAPTIC_VESICLE_LOCALIZATION.html";"Any process in which a synaptic vesicle or vesicles are transported to, and/or maintained in, a specific location. [GOC:pr]";58;-0,89168006;-1,4770838;0;0,5371519;0,986;439;"tags=7%, list=2%, signal=7%"
"ENDODERM_FORMATION (GO:0001706)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ENDODERM_FORMATION.html";"The formation of the endoderm during gastrulation. [GOC:go_curators]";56;-0,9007812;-1,4723573;0,003125;0,5837698;0,995;1363;"tags=38%, list=7%, signal=40%"
"PROTEIN_PROCESSING (GO:0016485)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_PROCESSING.html";"Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein. [GOC:curators, GOC:jl, GOC:jsg]";209;-0,7853926;-1,4694674;0,0066313;0,58915424;0,997;1149;"tags=18%, list=6%, signal=19%"
"IRON_ION_BINDING (GO:0005506)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_IRON_ION_BINDING.html";"Binding to an iron (Fe) ion. [GOC:ai]";127;-0,8151465;-1,4684529;0,0042735045;0,5577269;0,999;1050;"tags=13%, list=5%, signal=14%"
"PLATELET_ALPHA_GRANULE (GO:0031091)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_PLATELET_ALPHA_GRANULE.html";"A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG). [PMID:8467233]";76;-0,86075604;-1,4667337;0,007824726;0,54590225;0,999;1009;"tags=24%, list=5%, signal=25%"
"PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE (GO:0034381)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PLASMA_LIPOPROTEIN_PARTICLE_CLEARANCE.html";"The process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded. [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:mah, GOC:tb]";38;-0,9190713;-1,4614275;0,0033057851;0,61462754;1;385;"tags=11%, list=2%, signal=11%"
"EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS (GO:0008625)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS.html";"The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with a ligand binding to a death domain receptor on the cell surface, and ends when the execution phase of apoptosis is triggered. [GOC:mah, GOC:mtg_apoptosis]";79;-0,8669092;-1,4599265;0,0015313936;0,6072872;1;1007;"tags=20%, list=5%, signal=21%"
"MEMBRANE_MICRODOMAIN (GO:0098857)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_MEMBRANE_MICRODOMAIN.html";"A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it. [PMID:20044567, PMID:26253820]";256;-0,7653186;-1,4584343;0,0026350461;0,60049224;1;716;"tags=15%, list=4%, signal=16%"
