"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR (GO:0016655)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_NAD_P_H_QUINONE_OR_SIMILAR_COMPOUND_AS_ACCEPTOR.html";"Catalysis of an oxidation-reduction (redox) reaction in which NADH or NADPH acts as a hydrogen or electron donor and reduces a quinone or a similar acceptor molecule. [GOC:ai]";53;-0,9460676;-1,6179384;0;0,089029394;0,083;293;"tags=8%, list=2%, signal=8%"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN (GO:0016705)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN.html";"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor. [EC:1.14.-.-]";166;-0,7918142;-1,5521429;0;0,7780139;0,79;583;"tags=9%, list=3%, signal=9%"
"ATPASE_BINDING (GO:0051117)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ATPASE_BINDING.html";"Binding to an ATPase, any enzyme that catalyzes the hydrolysis of ATP. [GOC:ai]";80;-0,875313;-1,5480722;0;0,59272206;0,829;570;"tags=13%, list=3%, signal=13%"
"NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION (GO:0048147)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION.html";"Any process that stops, prevents, or reduces the frequency, rate or extent of multiplication or reproduction of fibroblast cells. [GOC:jid]";31;-0,93593395;-1,5301328;0,002;0,806151;0,961;510;"tags=16%, list=3%, signal=17%"
"OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS (GO:0016614)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_CH_OH_GROUP_OF_DONORS.html";"Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor. [GOC:ai]";114;-0,8146125;-1,5249308;0,0039525693;0,7640807;0,977;595;"tags=15%, list=3%, signal=15%"
"PML_BODY (GO:0016605)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_PML_BODY.html";"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection. [GOC:ma, PMID:10944585]";105;-0,8145207;-1,5197206;0,0019011407;0,7578717;0,99;808;"tags=8%, list=4%, signal=8%"
"ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY (GO:0018455)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ALCOHOL_DEHYDROGENASE_NAD_P_PLUS_ACTIVITY.html";"Catalysis of the reaction: an alcohol + NAD(P)+ = an aldehyde or ketone + NAD(P)H + H+. [GOC:curators]";39;-0,92897546;-1,5130588;0,001934236;0,79780567;0,996;544;"tags=21%, list=3%, signal=21%"
"PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY (GO:0004725)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY.html";"Catalysis of the reaction: protein tyrosine phosphate + H2O = protein tyrosine + phosphate. [EC:3.1.3.48]";98;-0,820789;-1,5068864;0,007843138;0,8425967;0,998;199;"tags=7%, list=1%, signal=7%"
"GLYCOSYL_COMPOUND_METABOLIC_PROCESS (GO:1901657)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving glycosyl compound. [GOC:pr, GOC:TermGenie]";68;-0,8547601;-1,4983863;0,001953125;0,9713423;0,999;640;"tags=10%, list=3%, signal=11%"
"REGULATION_OF_ERAD_PATHWAY (GO:1904292)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_ERAD_PATHWAY.html";"Any process that modulates the frequency, rate or extent of ERAD pathway. [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]";24;-0,94369197;-1,498202;0,006185567;0,87822384;0,999;3;"tags=4%, list=0%, signal=4%"
