"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"IMMUNOGLOBULIN_COMPLEX (GO:0019814)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_IMMUNOGLOBULIN_COMPLEX.html";"A protein complex that in its canonical form is composed of two identical immunoglobulin heavy chains and two identical immunoglobulin light chains, held together by disulfide bonds and sometimes complexed with additional proteins. An immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph. [GOC:add, GOC:jl, ISBN:0781765196]";157;-0,95273346;-1,7910088;0;0;0;12;"tags=1%, list=0%, signal=1%"
"MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY (GO:1903231)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY.html";"A translation repressor activity that acts by base-pairing with an mRNA. The binding can result in targeting the mRNA for degradation or interfering with mRNA translation, hence resulting in posttranscriptional gene silencing. [GOC:BHF, GOC:BHF_miRNA, PMID:18197166, PMID:20533884]";298;-0,88123304;-1,7719563;0;0;0;806;"tags=1%, list=2%, signal=1%"
"T_CELL_RECEPTOR_COMPLEX (GO:0042101)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_T_CELL_RECEPTOR_COMPLEX.html";"A protein complex that contains a disulfide-linked heterodimer of T cell receptor (TCR) chains, which are members of the immunoglobulin superfamily, and mediates antigen recognition, ultimately resulting in T cell activation. The TCR heterodimer is associated with the CD3 complex, which consists of the nonpolymorphic polypeptides gamma, delta, epsilon, zeta, and, in some cases, eta (an RNA splice variant of zeta) or Fc epsilon chains. [GOC:mah, ISBN:0781735149]";142;-0,85441077;-1,5825331;0;0,07453083;0,194;1767;"tags=3%, list=5%, signal=3%"
"INCLUSION_BODY (GO:0016234)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_INCLUSION_BODY.html";"A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers. [GOC:mah, PMID:11121744]";75;-0,9112197;-1,5370394;0;0,29714587;0,683;1319;"tags=19%, list=4%, signal=19%"
"TRANSLATION_REGULATOR_ACTIVITY (GO:0045182)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_TRANSLATION_REGULATOR_ACTIVITY.html";"Any molecular function involved in the regulation of initiation, activation, perpetuation, repression or termination of polypeptide synthesis at the ribosome. [GOC:ai]";358;-0,74367416;-1,5315692;0;0,28444314;0,752;2920;"tags=3%, list=8%, signal=3%"
"ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION (GO:0009952)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ANTERIOR_POSTERIOR_PATTERN_SPECIFICATION.html";"The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism. [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]";224;-0,7696353;-1,5021716;0,004282655;0,5432675;0,96;1606;"tags=24%, list=4%, signal=25%"
"SEX_CHROMOSOME (GO:0000803)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_SEX_CHROMOSOME.html";"A chromosome involved in sex determination. [GOC:elh]";37;-0,9645867;-1,4845703;0,0018867925;0,75435954;0,993;3;"tags=3%, list=0%, signal=3%"
"TRNA_BINDING (GO:0000049)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_TRNA_BINDING.html";"Binding to a transfer RNA. [GOC:ai]";81;-0,873739;-1,4816952;0,004016064;0,7099067;0,995;369;"tags=4%, list=1%, signal=4%"
"EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS (GO:0048704)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS.html";"The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase. [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]";94;-0,83600926;-1,4795716;0,0121951215;0,6684666;0,997;1183;"tags=24%, list=3%, signal=25%"
"INTRACELLULAR_PH_REDUCTION (GO:0051452)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_INTRACELLULAR_PH_REDUCTION.html";"Any process that reduces the internal pH of a cell, measured by the concentration of the hydrogen ion. [GOC:ai]";57;-0,9092987;-1,4725718;0;0,7213414;0,999;1182;"tags=11%, list=3%, signal=11%"
"CHROMATIN_PROTEIN_ADAPTOR_ACTIVITY (GO:0140463)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_CHROMATIN_PROTEIN_ADAPTOR_ACTIVITY.html";"An adaptor activity that brings together a protein and a region of the chromatin, such as a nucleosome, to establish or maintain the chromatin localization of the protein, or the complex to which it belongs. [PMID:32277274]";113;-0,8228855;-1,4636381;0,004454343;0,81980884;1;2526;"tags=7%, list=7%, signal=8%"
"DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY (GO:0001217)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_DNA_BINDING_TRANSCRIPTION_REPRESSOR_ACTIVITY.html";"A DNA-binding transcription factor activity that represses or decreases the transcription of specific gene sets. [GOC:txnOH-2018]";284;-0,7319516;-1,4547721;0;0,9236644;1;1402;"tags=15%, list=4%, signal=15%"
"NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION (GO:0045665)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION.html";"Any process that stops, prevents, or reduces the frequency, rate or extent of neuron differentiation. [GOC:go_curators]";76;-0,86528236;-1,4539291;0,00867679;0,86768615;1;1518;"tags=28%, list=4%, signal=29%"
"DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY (GO:0001216)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY.html";"A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets. [GOC:txnOH-2018]";446;-0,68913317;-1,4425316;0,004132231;1;1;2251;"tags=21%, list=6%, signal=22%"
"MICROTUBULE_BINDING (GO:0008017)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_MICROTUBULE_BINDING.html";"Binding to a microtubule, a filament composed of tubulin monomers. [GOC:krc]";281;-0,72660464;-1,4413334;0;1;1;2367;"tags=10%, list=7%, signal=10%"
