"Category";"GO_ID";"Description";"Gene_Ratio";"Bg_Ratio";"pvalue";"padj";"gene_ID";"gene_name";"count"
"BP";"GO:0007409";"axonogenesis";"49/636";"458/18496";1,80382944907220e-12;8,08115593184348e-09;"2115/3670/2042/7504/2736/10371/5063/285220/9706/57549/2051/2737/9037/7474/1948/2048/2045/144165/1009/494470/91653/9353/2044/288/56978/223117/64221/7345/7476/7074/137970/22854/26050/3800/2637/9723/133418/23566/2049/9241/1946/5454/84189/4753/5592/7477/2297/3975/4747";"ETV1/ISL1/EPHA3/XK/GLI2/SEMA3A/PAK3/EPHA6/ULK2/IGSF9/EPHB6/GLI3/SEMA5A/WNT5A/EFNB2/EPHB2/EPHA7/PRICKLE1/CDH11/RNF165/BOC/SLIT2/EPHA5/ANK3/PRDM8/SEMA3D/ROBO3/UCHL1/WNT7A/TIAM1/UNC5D/NTNG1/SLITRK5/KIF5C/GBX2/SEMA3E/EMB/LPAR3/EPHB3/NOG/EFNA5/POU3F2/SLITRK6/NELL2/PRKG1/WNT7B/FOXD1/LHX1/NEFL";49
"BP";"GO:0007411";"axon guidance";"33/636";"238/18496";8,91214179701972e-12;1,49495726589763e-08;"2115/3670/2042/2736/10371/285220/9706/57549/2051/2737/9037/7474/1948/2048/2045/494470/91653/9353/2044/223117/64221/137970/3800/2637/9723/133418/2049/9241/1946/4753/7477/2297/3975";"ETV1/ISL1/EPHA3/GLI2/SEMA3A/EPHA6/ULK2/IGSF9/EPHB6/GLI3/SEMA5A/WNT5A/EFNB2/EPHB2/EPHA7/RNF165/BOC/SLIT2/EPHA5/SEMA3D/ROBO3/UNC5D/KIF5C/GBX2/SEMA3E/EMB/EPHB3/NOG/EFNA5/NELL2/WNT7B/FOXD1/LHX1";33
"BP";"GO:0097485";"neuron projection guidance";"33/636";"239/18496";1,00108745484216e-11;1,49495726589763e-08;"2115/3670/2042/2736/10371/285220/9706/57549/2051/2737/9037/7474/1948/2048/2045/494470/91653/9353/2044/223117/64221/137970/3800/2637/9723/133418/2049/9241/1946/4753/7477/2297/3975";"ETV1/ISL1/EPHA3/GLI2/SEMA3A/EPHA6/ULK2/IGSF9/EPHB6/GLI3/SEMA5A/WNT5A/EFNB2/EPHB2/EPHA7/RNF165/BOC/SLIT2/EPHA5/SEMA3D/ROBO3/UNC5D/KIF5C/GBX2/SEMA3E/EMB/EPHB3/NOG/EFNA5/NELL2/WNT7B/FOXD1/LHX1";33
"BP";"GO:0030198";"extracellular matrix organization";"39/636";"339/18496";4,04841457089069e-11;3,61423295238534e-08;"7092/8425/151887/3038/858/857/1303/84830/4016/7837/1289/4017/5156/4322/1545/11107/64116/144165/4060/1291/25890/9510/4325/9508/90993/1278/4982/170689/10653/7148/3037/79625/1282/79875/1305/4326/1290/5268/84627";"TLL1/LTBP4/CCDC80/HAS3/CAV2/CAV1/COL12A1/ADTRP/LOXL1/PXDN/COL5A1/LOXL2/PDGFRA/MMP13/CYP1B1/PRDM5/SLC39A8/PRICKLE1/LUM/COL6A1/ABI3BP/ADAMTS1/MMP16/ADAMTS3/CREB3L1/COL1A2/TNFRSF11B/ADAMTS15/SPINT2/TNXB/HAS2/NDNF/COL4A1/THSD4/COL13A1/MMP17/COL5A2/SERPINB5/ZNF469";39
"BP";"GO:0043062";"extracellular structure organization";"39/636";"340/18496";4,42761444386419e-11;3,61423295238534e-08;"7092/8425/151887/3038/858/857/1303/84830/4016/7837/1289/4017/5156/4322/1545/11107/64116/144165/4060/1291/25890/9510/4325/9508/90993/1278/4982/170689/10653/7148/3037/79625/1282/79875/1305/4326/1290/5268/84627";"TLL1/LTBP4/CCDC80/HAS3/CAV2/CAV1/COL12A1/ADTRP/LOXL1/PXDN/COL5A1/LOXL2/PDGFRA/MMP13/CYP1B1/PRDM5/SLC39A8/PRICKLE1/LUM/COL6A1/ABI3BP/ADAMTS1/MMP16/ADAMTS3/CREB3L1/COL1A2/TNFRSF11B/ADAMTS15/SPINT2/TNXB/HAS2/NDNF/COL4A1/THSD4/COL13A1/MMP17/COL5A2/SERPINB5/ZNF469";39
"BP";"GO:0045229";"external encapsulating structure organization";"39/636";"341/18496";4,84049056123036e-11;3,61423295238534e-08;"7092/8425/151887/3038/858/857/1303/84830/4016/7837/1289/4017/5156/4322/1545/11107/64116/144165/4060/1291/25890/9510/4325/9508/90993/1278/4982/170689/10653/7148/3037/79625/1282/79875/1305/4326/1290/5268/84627";"TLL1/LTBP4/CCDC80/HAS3/CAV2/CAV1/COL12A1/ADTRP/LOXL1/PXDN/COL5A1/LOXL2/PDGFRA/MMP13/CYP1B1/PRDM5/SLC39A8/PRICKLE1/LUM/COL6A1/ABI3BP/ADAMTS1/MMP16/ADAMTS3/CREB3L1/COL1A2/TNFRSF11B/ADAMTS15/SPINT2/TNXB/HAS2/NDNF/COL4A1/THSD4/COL13A1/MMP17/COL5A2/SERPINB5/ZNF469";39
"BP";"GO:0010975";"regulation of neuron projection development";"41/636";"448/18496";1,28695327844298e-08;8,23650098203507e-06;"3675/7431/2042/7504/26153/10371/5063/9706/5753/9037/1809/7474/4139/5997/163404/57580/1948/2048/2045/9314/22891/9353/6695/5789/64221/23043/7476/7074/22854/84879/26115/238/23566/257194/79625/2049/57118/1946/5454/1902/4747";"ITGA3/VIM/EPHA3/XK/KIF26A/SEMA3A/PAK3/ULK2/PTK6/SEMA5A/DPYSL3/WNT5A/MARK1/RGS2/PLPPR5/PREX1/EFNB2/EPHB2/EPHA7/KLF4/ZNF365/SLIT2/SPOCK1/PTPRD/ROBO3/TNIK/WNT7A/TIAM1/NTNG1/MFSD2A/TANC2/ALK/LPAR3/NEGR1/NDNF/EPHB3/CAMK1D/EFNA5/POU3F2/LPAR1/NEFL";41
"BP";"GO:0030326";"embryonic limb morphogenesis";"19/636";"124/18496";4,66839676443787e-08;2,20512670752096e-05;"3209/2737/7474/4488/7291/3239/8854/7020/2201/144165/3899/2697/7476/2019/221833/50515/9241/5087/79659";"HOXA13/GLI3/WNT5A/MSX2/TWIST1/HOXD13/ALDH1A2/TFAP2A/FBN2/PRICKLE1/AFF3/GJA1/WNT7A/EN1/SP8/CHST11/NOG/PBX1/DYNC2H1";19
"BP";"GO:0035113";"embryonic appendage morphogenesis";"19/636";"124/18496";4,66839676443787e-08;2,20512670752096e-05;"3209/2737/7474/4488/7291/3239/8854/7020/2201/144165/3899/2697/7476/2019/221833/50515/9241/5087/79659";"HOXA13/GLI3/WNT5A/MSX2/TWIST1/HOXD13/ALDH1A2/TFAP2A/FBN2/PRICKLE1/AFF3/GJA1/WNT7A/EN1/SP8/CHST11/NOG/PBX1/DYNC2H1";19
"BP";"GO:0001763";"morphogenesis of a branching structure";"25/636";"208/18496";5,61905121077017e-08;2,20512670752096e-05;"6591/3371/2736/1522/3209/2737/7421/7474/4488/3791/3239/2045/9353/9955/10481/10653/2637/9723/10736/9241/5087/1282/1305/2297/3975";"SNAI2/TNC/GLI2/CTSZ/HOXA13/GLI3/VDR/WNT5A/MSX2/KDR/HOXD13/EPHA7/SLIT2/HS3ST3A1/HOXB13/SPINT2/GBX2/SEMA3E/SIX2/NOG/PBX1/COL4A1/COL13A1/FOXD1/LHX1";25
