"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY (GO:1903231)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_MRNA_BASE_PAIRING_TRANSLATIONAL_REPRESSOR_ACTIVITY.html";"A translation repressor activity that acts by base-pairing with an mRNA. The binding can result in targeting the mRNA for degradation or interfering with mRNA translation, hence resulting in posttranscriptional gene silencing. [GOC:BHF, GOC:BHF_miRNA, PMID:18197166, PMID:20533884]";298;0,86502874;1,5403755;0;0;0;2710;"tags=1%, list=7%, signal=1%"
"PRESYNAPTIC_MEMBRANE (GO:0042734)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_PRESYNAPTIC_MEMBRANE.html";"A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane. [GOC:jl, ISBN:0815316194]";177;0,8680816;1,4867467;0;0,0076425597;0,017;2684;"tags=41%, list=7%, signal=44%"
"SYNAPTIC_MEMBRANE (GO:0097060)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_SYNAPTIC_MEMBRANE.html";"A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell. [GOC:BHF, PMID:20410104]";448;0,81574774;1,4710877;0;0,017961925;0,057;3099;"tags=38%, list=9%, signal=41%"
"ODORANT_BINDING (GO:0005549)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ODORANT_BINDING.html";"Binding to an odorant, any substance capable of stimulating the sense of smell. [GOC:jl, ISBN:0721662544]";108;0,90210813;1,4667954;0;0,019978376;0,083;1285;"tags=1%, list=4%, signal=1%"
"GABA_ERGIC_SYNAPSE (GO:0098982)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_GABA_ERGIC_SYNAPSE.html";"A synapse that uses GABA as a neurotransmitter. These synapses are typically inhibitory. [GOC:dos]";115;0,87193906;1,4652;0;0,01777462;0,093;2663;"tags=41%, list=7%, signal=44%"
"POSTSYNAPTIC_SPECIALIZATION (GO:0099572)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_POSTSYNAPTIC_SPECIALIZATION.html";"A network of proteins within and adjacent to the postsynaptic membrane. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize them such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components. [PMID:22046028]";386;0,81073153;1,4525778;0;0,037542015;0,222;3074;"tags=30%, list=8%, signal=32%"
"NEURON_PROJECTION_GUIDANCE (GO:0097485)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEURON_PROJECTION_GUIDANCE.html";"The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues. [GOC:BHF, GOC:rl, PMID:22790009]";244;0,8333331;1,4457538;0;0,04844481;0,324;2487;"tags=33%, list=7%, signal=35%"
"OLFACTORY_RECEPTOR_ACTIVITY (GO:0004984)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OLFACTORY_RECEPTOR_ACTIVITY.html";"Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell. [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]";419;0,80753183;1,4401461;0;0,057979446;0,412;4909;"tags=5%, list=13%, signal=6%"
"REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY (GO:0050803)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY.html";"Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell). [GOC:ai]";319;0,80435777;1,4381753;0;0,058927506;0,452;2638;"tags=28%, list=7%, signal=29%"
"NEURON_TO_NEURON_SYNAPSE (GO:0098984)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NEURON_TO_NEURON_SYNAPSE.html";"A synapse in which pre and post-synaptic cells are neurons. [GOC:dos]";401;0,80487096;1,4365999;0;0,058150433;0,477;3189;"tags=30%, list=9%, signal=32%"
