"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"NUCLEOTIDE_EXCISION_REPAIR (GO:0006289)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NUCLEOTIDE_EXCISION_REPAIR.html";"A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts). [PMID:10197977]";83;0,8017203;1,5400269;0,010810811;1;0,999;969;"tags=8%, list=5%, signal=9%"
"RESPONSE_TO_INTERFERON_ALPHA (GO:0035455)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RESPONSE_TO_INTERFERON_ALPHA.html";"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-alpha stimulus. Interferon-alpha is a type I interferon. [GOC:sl, PMID:11356686]";20;0,93741846;1,5336298;0;1;1;40;"tags=15%, list=0%, signal=15%"
"REGULATION_OF_FATTY_ACID_BETA_OXIDATION (GO:0031998)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION.html";"Any process that modulates the frequency, rate or extent of fatty acid bbeta-oxidation. [GOC:mah]";18;0,97522235;1,5319729;0;1;1;105;"tags=11%, list=1%, signal=11%"
"HISTONE_H3_METHYLTRANSFERASE_ACTIVITY (GO:0140938)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_HISTONE_H3_METHYLTRANSFERASE_ACTIVITY.html";"Catalysis of the reaction: S-adenosyl-L-methionine + a histone H3 = S-adenosyl-L-homocysteine + a methylated histone H3. Histone methylation generally occurs on either an arginine or a lysine residue. [PMID:28450737]";40;0,85833794;1,5257964;0,014527845;1;1;142;"tags=5%, list=1%, signal=5%"
"POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION (GO:0032753)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION.html";"Any process that activates or increases the frequency, rate, or extent of interleukin-4 production. [GOC:mah]";23;0,94760203;1,52173;0;1;1;472;"tags=22%, list=2%, signal=22%"
"NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION (GO:0060253)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION.html";"Any process that stops or decreases the rate or extent of glial cell proliferation. [GOC:dph, GOC:sl, GOC:tb]";15;0,98206246;1,5189939;0,0022371365;1;1;261;"tags=27%, list=1%, signal=27%"
"NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS (GO:0045980)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS.html";"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleotides. [GOC:go_curators]";28;0,91212815;1,5163627;0,014888338;1;1;852;"tags=25%, list=4%, signal=26%"
"REPLICATION_FORK (GO:0005657)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_REPLICATION_FORK.html";"The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes. [GOC:mah, ISBN:0198547684]";69;0,815893;1,5162069;0,0075376886;1;1;140;"tags=6%, list=1%, signal=6%"
"KERATINIZATION (GO:0031424)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_KERATINIZATION.html";"The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns. [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]";40;0,8653945;1,5137188;0,015;1;1;67;"tags=8%, list=0%, signal=8%"
"ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME (GO:0072663)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PEROXISOME.html";"The directed movement of a protein to a specific location in a peroxisome. [GOC:mah]";20;0,9295262;1,5123396;0,009111618;1;1;24;"tags=5%, list=0%, signal=5%"
