"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"GLYCOSAMINOGLYCAN_METABOLIC_PROCESS (GO:0030203)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_GLYCOSAMINOGLYCAN_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving glycosaminoglycans, any of a group of linear polysaccharides composed of repeating disaccharide units. [PMID:38500384]";77;0,85333776;1,5825074;0,0025839794;1;0,693;635;"tags=16%, list=3%, signal=16%"
"GABA_ERGIC_SYNAPSE (GO:0098982)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_GABA_ERGIC_SYNAPSE.html";"A synapse that uses GABA as a neurotransmitter. These synapses are typically inhibitory. [GOC:dos]";98;0,8340285;1,5641868;0,0027247956;1;0,879;1113;"tags=16%, list=6%, signal=17%"
"SINGLE_FERTILIZATION (GO:0007338)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SINGLE_FERTILIZATION.html";"The union of male and female gametes to form a zygote. [GOC:ems, GOC:mtg_sensu]";146;0,765732;1,5368546;0,0055555557;1;0,988;1387;"tags=12%, list=7%, signal=12%"
"NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION (GO:0032689)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION.html";"Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-gamma production. Interferon-gamma is also known as type II interferon. [GOC:add, GOC:mah, PMID:15546383]";33;0,9331557;1,5354182;0,0025445293;1;0,99;515;"tags=18%, list=3%, signal=19%"
"MYOTUBE_DIFFERENTIATION (GO:0014902)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_MYOTUBE_DIFFERENTIATION.html";"The process in which a relatively unspecialized cell acquires specialized features of a myotube cell. Myotube differentiation starts with myoblast fusion and the appearance of specific cell markers (this is the cell development step). Then individual myotubes can fuse to form bigger myotubes and start to contract. Myotubes are multinucleated cells that are formed when proliferating myoblasts exit the cell cycle, differentiate and fuse. [GOC:mtg_muscle]";118;0,79174876;1,5344801;0,0054347827;1;0,993;1323;"tags=27%, list=7%, signal=29%"
"POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS (GO:1905898)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS.html";"Any process that activates or increases the frequency, rate or extent of response to endoplasmic reticulum stress. [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:21803450]";39;0,902515;1,5182507;0,0072815535;1;0,999;785;"tags=10%, list=4%, signal=11%"
"ENDOPEPTIDASE_COMPLEX (GO:1905369)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_ENDOPEPTIDASE_COMPLEX.html";"A protein complex which is capable of endopeptidase activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:1689240]";94;0,8033479;1,5072253;0,0053619305;1;1;1625;"tags=12%, list=8%, signal=13%"
"RETINAL_GANGLION_CELL_AXON_GUIDANCE (GO:0031290)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE.html";"The process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues. [GOC:ejs]";22;0,9394722;1,5034933;0,013574661;1;1;637;"tags=32%, list=3%, signal=33%"
"POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION (GO:0043536)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION.html";"Any process that activates or increases the frequency, rate or extent of the migration of the endothelial cells of blood vessels. [GOC:go_curators]";60;0,83119553;1,4966828;0,019323671;1;1;871;"tags=23%, list=4%, signal=24%"
"LAMELLIPODIUM_ORGANIZATION (GO:0097581)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_LAMELLIPODIUM_ORGANIZATION.html";"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments. [GOC:als, PMID:16054028]";86;0,8043751;1,4956303;0,010638298;1;1;688;"tags=14%, list=3%, signal=14%"
"PROTEIN_LOCALIZATION_TO_CILIUM (GO:0061512)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PROTEIN_LOCALIZATION_TO_CILIUM.html";"A process in which a protein is transported to, or maintained in, a location within a cilium. [GOC:dph]";70;0,8176181;1,4929872;0,02116402;1;1;1901;"tags=20%, list=9%, signal=22%"
"NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE (GO:1902284)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEURON_PROJECTION_EXTENSION_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE.html";"Any neuron projection extension that is involved in neuron projection guidance. [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]";21;0,94821966;1,4903738;0,0088691795;1;1;340;"tags=24%, list=2%, signal=24%"
"AMINOGLYCAN_BIOSYNTHETIC_PROCESS (GO:0006023)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS.html";"The chemical reactions and pathways resulting in the formation of aminoglycans, any polymer containing amino groups that consists of more than about 10 monosaccharide residues joined to each other by glycosidic linkages. [GOC:ai, ISBN:0198506732]";52;0,8337664;1,488613;0,015151516;1;1;1185;"tags=21%, list=6%, signal=22%"
"HYALURONIC_ACID_BINDING (GO:0005540)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_HYALURONIC_ACID_BINDING.html";"Binding to hyaluronic acid, a polymer composed of repeating dimeric units of glucuronic acid and N-acetyl glucosamine. [GOC:jl]";22;0,95024467;1,4868199;0,0070093456;1;1;653;"tags=18%, list=3%, signal=19%"
"FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING (GO:0005104)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING.html";"Binding to a fibroblast growth factor receptor (FGFR). [GOC:ceb]";23;0,92456037;1,4856865;0,0072815535;1;1;532;"tags=22%, list=3%, signal=22%"
"PEPTIDASE_COMPLEX (GO:1905368)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_PEPTIDASE_COMPLEX.html";"A protein complex which is capable of peptidase activity. [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:1689240]";122;0,7537848;1,4849182;0,0028818443;1;1;1625;"tags=11%, list=8%, signal=12%"
"EATING_BEHAVIOR (GO:0042755)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_EATING_BEHAVIOR.html";"The specific behavior of an organism relating to the intake of food, any substance (usually solid) that can be metabolized by an organism to give energy and build tissue. [GOC:jl, GOC:pr, PMID:19361967]";29;0,9256826;1,4843737;0,0049751243;1;1;380;"tags=14%, list=2%, signal=14%"
"LAMELLIPODIUM_ASSEMBLY (GO:0030032)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_LAMELLIPODIUM_ASSEMBLY.html";"Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell. [GOC:mah, ISBN:0815316194]";68;0,81951654;1,4815336;0,017412934;1;1;688;"tags=15%, list=3%, signal=15%"
