"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"REPLICATION_FORK (GO:0005657)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_REPLICATION_FORK.html";"The Y-shaped region of a replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes. [GOC:mah, ISBN:0198547684]";69;0,8796573;1,5957129;0;1;0,665;533;"tags=9%, list=3%, signal=9%"
"LARGE_RIBOSOMAL_SUBUNIT (GO:0015934)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_LARGE_RIBOSOMAL_SUBUNIT.html";"The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). [ISBN:0198506732]";107;0,80678964;1,5634437;0;1;0,956;2339;"tags=32%, list=12%, signal=36%"
"RIBOSOMAL_SUBUNIT (GO:0044391)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_RIBOSOMAL_SUBUNIT.html";"Either of the two subunits of a ribosome: the ribosomal large subunit or the ribosomal small subunit. [GOC:jl]";174;0,7392733;1,5437074;0,0034364262;1;0,996;2345;"tags=29%, list=12%, signal=32%"
"NUCLEOTIDE_EXCISION_REPAIR (GO:0006289)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NUCLEOTIDE_EXCISION_REPAIR.html";"A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts). [PMID:10197977]";83;0,82393634;1,5430833;0,0055555557;1;0,996;650;"tags=6%, list=3%, signal=6%"
"PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS (GO:0072525)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS.html";"The chemical reactions and pathways resulting in the formation of a pyridine-containing compound, i.e. any compound that contains pyridine or a formal derivative thereof. [GOC:mah]";21;0,9452572;1,5391011;0,0025125628;1;0,999;137;"tags=10%, list=1%, signal=10%"
"C_ACYLTRANSFERASE_ACTIVITY (GO:0016408)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_C_ACYLTRANSFERASE_ACTIVITY.html";"Catalysis of the transfer of an acyl group to a carbon atom on the acceptor molecule. [GOC:ai]";17;0,97748595;1,5374273;0,0023923444;1;1;0;"tags=6%, list=0%, signal=6%"
"NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I (GO:0042790)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I.html";"The synthesis of the large ribosomal RNA (rRNA) transcript which encodes several rRNAs, e.g. in mammals 28S, 18S and 5.8S, from a nuclear DNA template transcribed by RNA polymerase I. [GOC:jl, GOC:txnOH, ISBN:0321000382]";24;0,9527766;1,5339009;0,0025510204;0,9808021;1;18;"tags=4%, list=0%, signal=4%"
"DIOL_METABOLIC_PROCESS (GO:0034311)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DIOL_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving a diol, a compound that contains two hydroxy groups, generally assumed to be, but not necessarily, alcoholic. [GOC:curators]";32;0,93352544;1,524475;0,002688172;1;1;387;"tags=13%, list=2%, signal=13%"
"DIOL_BIOSYNTHETIC_PROCESS (GO:0034312)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_DIOL_BIOSYNTHETIC_PROCESS.html";"The chemical reactions and pathways resulting in the formation of a diol, any alcohol containing two hydroxyl groups attached to saturated carbon atoms. [GOC:mah]";22;0,9528862;1,5213318;0,0051282053;1;1;387;"tags=18%, list=2%, signal=19%"
"NAD_BIOSYNTHETIC_PROCESS (GO:0009435)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NAD_BIOSYNTHETIC_PROCESS.html";"The chemical reactions and pathways resulting in the formation of nicotinamide adenine dinucleotide (NAD+), a coenzyme that interconverts with its reduced form, NADH, in many redox and catabolic reactions. NAD+ is derived from various sources including vitamin B3. [PMID:28648096]";15;0,9666776;1,5074475;0,002375297;1;1;43;"tags=7%, list=0%, signal=7%"
"NBAF_COMPLEX (GO:0071565)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_NBAF_COMPLEX.html";"A SWI/SNF-type complex that is found in post-mitotic neurons, and in human contains actin and proteins encoded by the ARID1A/BAF250A or ARID1B/BAF250B, SMARCD1/BAF60A, SMARCD3/BAF60C, SMARCA2/BRM/BAF190B, SMARCA4/BRG1/BAF190A, SMARCB1/BAF47, SMARCC1/BAF155, SMARCE1/BAF57, SMARCC2/BAF170, DPF1/BAF45B, DPF3/BAF45C, ACTL6B/BAF53B genes. The nBAF complex along with CREST plays a role regulating the activity of genes essential for dendrite growth. [GOC:mah, GOC:ss, PMID:17640523]";16;0,9695265;1,499017;0,00243309;1;1;18;"tags=6%, list=0%, signal=6%"
