"NAME";"GENE_SYMBOL";"GENE_TITLE";"SCORE"
"ENSG00000115648";"MLPH";"melanophilin";2352,70562546228
"ENSG00000272398";"CD24";"CD24 molecule";2242,19152720149
"ENSG00000087510";"TFAP2C";"transcription factor AP-2 gamma";1844,06820469729
"ENSG00000110090";"CPT1A";"carnitine palmitoyltransferase 1A";1787,81975001449
"ENSG00000167767";"KRT80";"keratin 80";1787,02169595109
"ENSG00000074410";"CA12";"carbonic anhydrase 12";1750,97250583651
"ENSG00000106211";"HSPB1";"heat shock protein family B (small) member 1";1721,99983351515
"ENSG00000107485";"GATA3";"GATA binding protein 3";1704,19833225619
"ENSG00000074370";"ATP2A3";"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3";1676,28788190605
"ENSG00000141376";"BCAS3";"BCAS3 microtubule associated cell migration factor";1669,30475882552
"ENSG00000168672";"LRATD2";"LRAT domain containing 2";1655,61908839784
"ENSG00000104447";"TRPS1";"transcriptional repressor GATA binding 1";1640,01271745317
"ENSG00000143126";"CELSR2";"cadherin EGF LAG seven-pass G-type receptor 2";1546,86287039717
"ENSG00000160182";"TFF1";"trefoil factor 1";1535,10793214153
"ENSG00000198682";"PAPSS2";"3'-phosphoadenosine 5'-phosphosulfate synthase 2";1411,07328548017
"ENSG00000101210";"EEF1A2";"eukaryotic translation elongation factor 1 alpha 2";1381,95445241402
"ENSG00000196562";"SULF2";"sulfatase 2";1378,92795096451
"ENSG00000155066";"PROM2";"prominin 2";1320,90710658842
"ENSG00000227051";"C14orf132";"chromosome 14 open reading frame 132";1308,97289451305
"ENSG00000142089";"IFITM3";"interferon induced transmembrane protein 3";1287,49325797711
"ENSG00000198890";"PRMT6";"protein arginine methyltransferase 6";1272,16085625346
"ENSG00000158106";"RHPN1";"rhophilin Rho GTPase binding protein 1";1265,17083135861
"ENSG00000105426";"PTPRS";"protein tyrosine phosphatase receptor type S";1213,2706445565
"ENSG00000196208";"GREB1";"growth regulating estrogen receptor binding 1";1191,89518336894
"ENSG00000108395";"TRIM37";"tripartite motif containing 37";1116,60446948994
"ENSG00000116752";"BCAS2";"BCAS2 pre-mRNA processing factor";1105,25415647696
"ENSG00000062725";"APPBP2";"amyloid beta precursor protein binding protein 2";1090,73661248401
"ENSG00000100219";"XBP1";"X-box binding protein 1";1089,93035851746
"ENSG00000167861";"HID1";"HID1 domain containing";1087,46643326254
"ENSG00000176788";"BASP1";"brain abundant membrane attached signal protein 1";1079,40975078926
"ENSG00000120875";"DUSP4";"dual specificity phosphatase 4";1065,77646556302
"ENSG00000196557";"CACNA1H";"calcium voltage-gated channel subunit alpha1 H";1042,97805798916
"ENSG00000112379";"ARFGEF3";"ARFGEF family member 3";1034,89430747165
"ENSG00000165140";"FBP1";"fructose-bisphosphatase 1";997,021213524548
"ENSG00000124664";"SPDEF";"SAM pointed domain containing ETS transcription factor";990,767274658244
"ENSG00000184292";"TACSTD2";"tumor associated calcium signal transducer 2";988,158060315492
"ENSG00000182809";"CRIP2";"cysteine rich protein 2";978,031935734328
"ENSG00000133466";"C1QTNF6";"C1q and TNF related 6";973,98051587393
"ENSG00000160211";"G6PD";"glucose-6-phosphate dehydrogenase";971,395243451476
"ENSG00000108443";"RPS6KB1";"ribosomal protein S6 kinase B1";944,853035330472
"ENSG00000185201";"IFITM2";"interferon induced transmembrane protein 2";920,133673492389
"ENSG00000136492";"BRIP1";"BRCA1 interacting DNA helicase 1";905,865146164933
"ENSG00000165215";"CLDN3";"claudin 3";905,426993731964
"ENSG00000163636";"PSMD6";"proteasome 26S subunit, non-ATPase 6";890,240048859762
"ENSG00000141510";"TP53";"tumor protein p53";884,574866194232
"ENSG00000124126";"PREX1";"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1";878,738983239304
"ENSG00000121068";"TBX2";"T-box transcription factor 2";875,375067285474
"ENSG00000166446";"CDYL2";"chromodomain Y like 2";851,21231684973
"ENSG00000009307";"CSDE1";"cold shock domain containing E1";847,01821934363
"ENSG00000115461";"IGFBP5";"insulin like growth factor binding protein 5";826,026231570606
"ENSG00000170571";"EMB";"embigin";818,955949732885
"ENSG00000163083";"INHBB";"inhibin subunit beta B";809,566056237249
"ENSG00000075223";"SEMA3C";"semaphorin 3C";809,000221569391
"ENSG00000068097";"HEATR6";"HEAT repeat containing 6";794,896579964886
"ENSG00000091831";"ESR1";"estrogen receptor 1";784,64204525018
"ENSG00000130707";"ASS1";"argininosuccinate synthase 1";781,707146798335
"ENSG00000171223";"JUNB";"JunB proto-oncogene, AP-1 transcription factor subunit";775,560542198703
"ENSG00000156515";"HK1";"hexokinase 1";764,818109193614
"ENSG00000132746";"ALDH3B2";"aldehyde dehydrogenase 3 family member B2";750,735488882276
"ENSG00000130508";"PXDN";"peroxidasin";735,20167144469
"ENSG00000163349";"HIPK1";"homeodomain interacting protein kinase 1";735,011962761252
"ENSG00000170832";"USP32";"ubiquitin specific peptidase 32";731,645846544629
"ENSG00000182054";"IDH2";"isocitrate dehydrogenase (NADP(+)) 2";721,753305157476
"ENSG00000078114";"NEBL";"nebulette";719,169903789253
"ENSG00000101144";"BMP7";"bone morphogenetic protein 7";710,439487880327
"ENSG00000197496";"SLC2A10";"solute carrier family 2 member 10";683,20450671301
"ENSG00000167880";"EVPL";"envoplakin";678,915580667789
"ENSG00000170442";"KRT86";"keratin 86";674,123698328595
"ENSG00000182240";"BACE2";"beta-secretase 2";640,048156266262
"ENSG00000172819";"RARG";"retinoic acid receptor gamma";634,650604436656
"ENSG00000188064";"WNT7B";"Wnt family member 7B";613,32046648889
"ENSG00000140057";"AK7";"adenylate kinase 7";611,832203332388
"ENSG00000266472";"MRPS21";"mitochondrial ribosomal protein S21";607,851758466265
"ENSG00000006118";"TMEM132A";"transmembrane protein 132A";597,60498531063
"ENSG00000185499";"MUC1";"mucin 1, cell surface associated";595,677836644954
"ENSG00000107331";"ABCA2";"ATP binding cassette subfamily A member 2";594,159950730475
"ENSG00000089356";"FXYD3";"FXYD domain containing ion transport regulator 3";593,419649101893
"ENSG00000143341";"HMCN1";"hemicentin 1";584,070869126159
"ENSG00000125148";"MT2A";"metallothionein 2A";571,989504814676
"ENSG00000047644";"WWC3";"WWC family member 3";570,368252159833
"ENSG00000116299";"ELAPOR1";"endosome-lysosome associated apoptosis and autophagy regulator 1";558,647409294203
"ENSG00000115919";"KYNU";"kynureninase";558,105473583354
"ENSG00000027075";"PRKCH";"protein kinase C eta";553,294418791562
"ENSG00000170921";"TANC2";"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2";552,93403936278
"ENSG00000129993";"CBFA2T3";"CBFA2/RUNX1 partner transcriptional co-repressor 3";548,221769837505
"ENSG00000162636";"EEIG2";"EEIG family member 2";544,916449737377
"ENSG00000124151";"NCOA3";"nuclear receptor coactivator 3";532,417851836331
"ENSG00000141905";"NFIC";"nuclear factor I C";532,316292694478
"ENSG00000197323";"TRIM33";"tripartite motif containing 33";527,218029596472
"ENSG00000064787";"BCAS1";"brain enriched myelin associated protein 1";524,658772625005
"ENSG00000065054";"NHERF2";"NHERF family PDZ scaffold protein 2";522,867900667918
"ENSG00000233913";"RPL10P9";"ribosomal protein L10 pseudogene 9";518,538718946026
"ENSG00000182195";"LDOC1";"LDOC1 regulator of NFKB signaling";518,357105937104
"ENSG00000134278";"SPIRE1";"spire type actin nucleation factor 1";514,368739724772
"ENSG00000179388";"EGR3";"early growth response 3";509,758575649982
"ENSG00000081277";"PKP1";"plakophilin 1";506,001798060225
"ENSG00000118655";"DCLRE1B";"DNA cross-link repair 1B";502,595622731748
"ENSG00000131759";"RARA";"retinoic acid receptor alpha";502,276448915761
"ENSG00000070731";"ST6GALNAC2";"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2";500,964411805851
"ENSG00000108846";"ABCC3";"ATP binding cassette subfamily C member 3";491,079928140926
"ENSG00000156299";"TIAM1";"TIAM Rac1 associated GEF 1";490,723362733487
"ENSG00000109452";"INPP4B";"inositol polyphosphate-4-phosphatase type II B";483,557556305505
"ENSG00000110375";"UPK2";"uroplakin 2";483,215565734613
"ENSG00000005884";"ITGA3";"integrin subunit alpha 3";479,167734788531
"ENSG00000074211";"PPP2R2C";"protein phosphatase 2 regulatory subunit Bgamma";477,712486996662
"ENSG00000142208";"AKT1";"AKT serine/threonine kinase 1";477,36752890475
"ENSG00000064961";"HMG20B";"high mobility group 20B";477,053766189938
"ENSG00000175274";"TP53I11";"tumor protein p53 inducible protein 11";463,788966612503
"ENSG00000117984";"CTSD";"cathepsin D";458,381262535259
"ENSG00000100577";"GSTZ1";"glutathione S-transferase zeta 1";454,381489099372
"ENSG00000157657";"ZNF618";"zinc finger protein 618";450,89153325204
"ENSG00000172379";"ARNT2";"aryl hydrocarbon receptor nuclear translocator 2";450,522155740324
