"NAME";"GS br  follow link to MSigDB";"GS DETAILS";"SIZE";"ES";"NES";"NOM p val";"FDR q val";"FWER p val";"RANK AT MAX";"LEADING EDGE"
"OLFACTORY_RECEPTOR_ACTIVITY (GO:0004984)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_OLFACTORY_RECEPTOR_ACTIVITY.html";"Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell. [GOC:bf, GOC:dph, GOC:sart, PMID:19135896, PMID:21041441]";419;0,88062125;1,7475101;0;0;0;3660;"tags=5%, list=10%, signal=6%"
"KERATIN_FILAMENT (GO:0045095)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_KERATIN_FILAMENT.html";"A filament composed of acidic and basic keratins (types I and II), typically expressed in epithelial cells. The keratins are the most diverse classes of IF proteins, with a large number of keratin isoforms being expressed. Each type of epithelium always expresses a characteristic combination of type I and type II keratins. [ISBN:0716731363]";94;0,9131525;1,5495216;0;0,044538453;0,081;2476;"tags=18%, list=7%, signal=19%"
"ODORANT_BINDING (GO:0005549)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ODORANT_BINDING.html";"Binding to an odorant, any substance capable of stimulating the sense of smell. [GOC:jl, ISBN:0721662544]";108;0,86621916;1,5007374;0;0,3450953;0,636;3588;"tags=3%, list=10%, signal=3%"
"CYTOKINE_ACTIVITY (GO:0005125)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_CYTOKINE_ACTIVITY.html";"The activity of a soluble extracellular gene product that interacts with a receptor to effect a change in the activity of the receptor to control the survival, growth, differentiation and effector function of tissues and cells. [ISBN:0198599471, PMID:11530802]";236;0,78963137;1,4992208;0;0,2748578;0,665;2625;"tags=21%, list=7%, signal=23%"
"KERATINIZATION (GO:0031424)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_KERATINIZATION.html";"The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns. [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]";81;0,89267516;1,4940205;0;0,27811012;0,744;2476;"tags=23%, list=7%, signal=25%"
"CHONDROCYTE_DIFFERENTIATION (GO:0002062)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CHONDROCYTE_DIFFERENTIATION.html";"The process in which a chondroblast acquires specialized structural and/or functional features of a chondrocyte. A chondrocyte is a polymorphic cell that forms cartilage. [GOC:dph]";119;0,84462404;1,4932925;0,00152207;0,24090677;0,756;2010;"tags=29%, list=6%, signal=30%"
"KERATINOCYTE_DIFFERENTIATION (GO:0030216)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_KERATINOCYTE_DIFFERENTIATION.html";"The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte. [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]";177;0,79462373;1,476981;0,004538578;0,3745309;0,913;2356;"tags=23%, list=6%, signal=24%"
"ANTIGEN_BINDING (GO:0003823)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ANTIGEN_BINDING.html";"Binding to an antigen, any substance which is capable of inducing a specific immune response and of reacting with the products of that response, the specific antibody or specifically sensitized T-lymphocytes, or both. Binding may counteract the biological activity of the antigen. Antigen binding by an MHC protein complex allows the antigen to be displayed to a T cell or NK cell. [GOC:jl, ISBN:0198506732, ISBN:0721662544]";164;0,79924333;1,4730574;0,005594406;0,37688002;0,942;3104;"tags=10%, list=9%, signal=11%"
"POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION (GO:0002687)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION.html";"Any process that activates or increases the frequency, rate, or extent of leukocyte migration. [GOC:add]";152;0,80897725;1,4652765;0,0015527951;0,44189203;0,981;3215;"tags=25%, list=9%, signal=27%"
"CELLULAR_RESPONSE_TO_INTERLEUKIN_1 (GO:0071347)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1.html";"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus. [GOC:mah]";90;0,8483329;1,4604969;0,0093896715;0,46605498;0,994;2028;"tags=20%, list=6%, signal=21%"
"POSITIVE_REGULATION_OF_CHEMOTAXIS (GO:0050921)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS.html";"Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient. [GOC:ai]";145;0,80616945;1,4470438;0,008633094;0,65496093;1;2039;"tags=22%, list=6%, signal=23%"
"CORNIFIED_ENVELOPE (GO:0001533)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOCC_CORNIFIED_ENVELOPE.html";"A type of plasma membrane that has been modified through addition of distinct intracellular and extracellular components, including ceramide, found in cornifying epithelial cells (corneocytes). [GOC:add, PMID:11112355, PMID:11590230, PMID:15803139]";60;0,89275265;1,4453977;0,0031847134;0,6296464;1;2489;"tags=38%, list=7%, signal=41%"
"REGULATION_OF_VIRAL_PROCESS (GO:0050792)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_VIRAL_PROCESS.html";"Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts. [GOC:go_curators, GOC:tb]";141;0,7981285;1,4444346;0,004316547;0,59876525;1;2797;"tags=22%, list=8%, signal=24%"
"NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS (GO:0090051)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS.html";"Any process that decreases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis. [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]";45;0,9160165;1,4422046;0,0016501651;0,5957744;1;1853;"tags=13%, list=5%, signal=14%"
"CADHERIN_BINDING (GO:0045296)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_CADHERIN_BINDING.html";"Binding to cadherin, a type I membrane protein involved in cell adhesion. [GOC:bf]";335;0,7258717;1,4319319;0,003968254;0,76370823;1;3435;"tags=20%, list=9%, signal=22%"
"WOUND_HEALING (GO:0042060)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_WOUND_HEALING.html";"The series of events that restore integrity to a damaged tissue, following an injury. [GOC:bf, PMID:15269788]";449;0,71156967;1,4289367;0,0012562814;0,78026944;1;2424;"tags=24%, list=7%, signal=25%"
"POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS (GO:0002690)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS.html";"Any process that activates or increases the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]";97;0,8291647;1,4280533;0,015243903;0,75252974;1;2563;"tags=24%, list=7%, signal=25%"
"REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY (GO:2001242)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY.html";"Any process that modulates the frequency, rate or extent of intrinsic apoptotic signaling pathway. [GOC:mtg_apoptosis]";194;0,76996005;1,4265265;0,0056980057;0,7405271;1;3071;"tags=11%, list=8%, signal=12%"
"NATURAL_KILLER_CELL_MEDIATED_IMMUNITY (GO:0002228)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY.html";"The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines. [GO_REF:0000022, GOC:add, ISBN:0781735149]";89;0,84518856;1,4264286;0,0046948357;0,70351285;1;3690;"tags=31%, list=10%, signal=35%"
"NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY (GO:2001243)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY.html";"Any process that stops, prevents or reduces the frequency, rate or extent of intrinsic apoptotic signaling pathway. [GOC:mtg_apoptosis]";114;0,80250084;1,4253201;0,00877193;0,6892556;1;1819;"tags=7%, list=5%, signal=7%"
"VIRAL_TRANSCRIPTION (GO:0019083)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_VIRAL_TRANSCRIPTION.html";"The process by which a viral genome, or part of a viral genome, is transcribed within the host cell. [GOC:jl, ISBN:0781702534]";53;0,8835815;1,4211246;0,006655574;0,73973984;1;1315;"tags=9%, list=4%, signal=10%"
"NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION (GO:0032717)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION.html";"Any process that stops, prevents, or reduces the frequency, rate, or extent of interleukin-8 production. [GOC:mah]";37;0,92314035;1,4192686;0,0068610637;0,74408233;1;2017;"tags=14%, list=6%, signal=14%"
"RESPONSE_TO_TUMOR_NECROSIS_FACTOR (GO:0034612)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR.html";"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus. [GOC:mah]";243;0,7495994;1,4179662;0,0027359782;0,7369315;1;2930;"tags=21%, list=8%, signal=22%"
"SNRNA_PROCESSING (GO:0016180)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SNRNA_PROCESSING.html";"Any process involved in the conversion of a primary small nuclear RNA (snRNA) transcript into a mature snRNA molecule. The primary function of snRNAs is processing pre-messenger RNA in the nucleus. They have also been shown to aid in the regulation of transcription factors (7SK RNA) or RNA polymerase II (B2 RNA), and maintaining the telomeres. [PMID:15196465, PMID:31815536]";35;0,9371064;1,4174148;0,0033898305;0,71645683;1;135;"tags=3%, list=0%, signal=3%"
"REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY (GO:0002706)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY.html";"Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity. [GOC:add]";199;0,75808644;1,4157685;0,015804598;0,7196543;1;2832;"tags=21%, list=8%, signal=23%"
"POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION (GO:0043123)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_POSITIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION.html";"Any process that activates or increases the frequency, rate or extent of a canonical NF-kappaB signaling cascade. [GOC:jl]";227;0,75105757;1,4147017;0,002805049;0,7128377;1;2833;"tags=21%, list=8%, signal=23%"
"BASE_EXCISION_REPAIR (GO:0006284)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_BASE_EXCISION_REPAIR.html";"In base excision repair, an altered base is removed by a DNA glycosylase enzyme, followed by excision of the resulting sugar phosphate. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. [ISBN:0815316194]";48;0,90110797;1,4136215;0,0015822785;0,70645577;1;24;"tags=2%, list=0%, signal=2%"
"REGULATION_OF_LEUKOCYTE_CHEMOTAXIS (GO:0002688)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS.html";"Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis. [GOC:add]";124;0,792563;1,4133526;0,0074294205;0,6859947;1;2610;"tags=23%, list=7%, signal=24%"
"LEUKOCYTE_MEDIATED_CYTOTOXICITY (GO:0001909)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY.html";"The directed killing of a target cell by a leukocyte. [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:11911826]";153;0,7751046;1,4125801;0,010159652;0,67740476;1;3690;"tags=26%, list=10%, signal=29%"
"CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN (GO:0071219)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN.html";"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin. [GOC:mah]";248;0,74829614;1,4122107;0,004048583;0,6613493;1;2150;"tags=18%, list=6%, signal=19%"
"CONNECTIVE_TISSUE_DEVELOPMENT (GO:0061448)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_CONNECTIVE_TISSUE_DEVELOPMENT.html";"The progression of a connective tissue over time, from its formation to the mature structure. [GOC:BHF]";306;0,7248404;1,409032;0,0027137042;0,6964791;1;2010;"tags=24%, list=6%, signal=25%"
"INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE (GO:0008630)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE.html";"The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered. [GOC:go_curators, GOC:mtg_apoptosis]";111;0,8172043;1,4078088;0,004538578;0,69765294;1;2795;"tags=17%, list=8%, signal=18%"
"SNRNA_METABOLIC_PROCESS (GO:0016073)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_SNRNA_METABOLIC_PROCESS.html";"The chemical reactions and pathways involving snRNA, small nuclear RNA, any of various low-molecular-mass RNA molecules found in the eukaryotic nucleus as components of the small nuclear ribonucleoprotein. [ISBN:0198506732]";58;0,8520084;1,4066635;0,026890757;0,69634444;1;2239;"tags=7%, list=6%, signal=7%"
"RESPONSE_TO_INTERLEUKIN_1 (GO:0070555)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RESPONSE_TO_INTERLEUKIN_1.html";"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus. [GOC:BHF, GOC:mah]";118;0,79094726;1,4061892;0,017045455;0,6851888;1;2028;"tags=17%, list=6%, signal=18%"
"ENDOPEPTIDASE_REGULATOR_ACTIVITY (GO:0061135)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOMF_ENDOPEPTIDASE_REGULATOR_ACTIVITY.html";"Binds to and modulates the activity of a peptidase, any enzyme that hydrolyzes nonterminal peptide bonds in polypeptides. [GOC:dph, GOC:tb]";193;0,7500273;1,4059353;0,008571428;0,6702257;1;2823;"tags=21%, list=8%, signal=22%"
"RESPONSE_TO_TYPE_I_INTERFERON (GO:0034340)";"https://www.gsea-msigdb.org/gsea/msigdb/cards/GOBP_RESPONSE_TO_TYPE_I_INTERFERON.html";"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families. [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]";92;0,8211996;1,4041654;0,019756839;0,6831235;1;2265;"tags=15%, list=6%, signal=16%"
