"Category";"GO_ID";"Description";"Gene_Ratio";"Bg_Ratio";"pvalue";"padj";"gene_ID";"gene_name";"count"
"BP";"GO:0042060";"wound healing";"55/569";"449/18496";1,5362965760365e-18;7,00551238672643e-15;"7035/954/2155/1608/2065/2160/350/1832/3162/5155/958/3172/55612/1311/5054/23189/6532/7448/54959/5777/2335/5624/462/7128/725/3170/7429/348/7057/26509/84959/135228/3570/149461/2150/6469/92421/4846/558/5345/2125/116844/2266/2243/2244/57834/2147/5359/1364/5265/6281/2153/25817/83481/139189";"TFPI/ENTPD2/F7/DGKG/ERBB3/F11/APOH/DSP/HMOX1/PDGFB/CD40/HNF4A/FERMT1/COMP/SERPINE1/KANK1/SLC6A4/VTN/ODAM/PTPN6/FN1/PROC/SERPINC1/TNFAIP3/C4BPB/FOXA2/VIL1/APOE/THBS1/MYOF/UBASH3B/CD109/IL6R/CLDN19/F2RL1/SHH/CHMP4C/NOS3/AXL/SERPINF2/EVPL/LRG1/FGG/FGA/FGB/CYP4F11/F2/PLSCR1/CLDN4/SERPINA1/S100A10/F5/FAM19A5/EPPK1/DGKK";55
"BP";"GO:0061041";"regulation of wound healing";"29/569";"140/18496";2,5121772718938e-16;5,56471925006353e-13;"7035/2155/2160/350/5155/55612/5054/23189/7448/5624/462/7128/3170/7429/348/7057/84959/135228/149461/2150/4846/5345/2266/2243/2244/2147/1364/25817/83481";"TFPI/F7/F11/APOH/PDGFB/FERMT1/SERPINE1/KANK1/VTN/PROC/SERPINC1/TNFAIP3/FOXA2/VIL1/APOE/THBS1/UBASH3B/CD109/CLDN19/F2RL1/NOS3/SERPINF2/FGG/FGA/FGB/F2/CLDN4/FAM19A5/EPPK1";29
"BP";"GO:0008202";"steroid metabolic process";"44/569";"335/18496";3,66099950662074e-16;5,56471925006353e-13;"9971/29881/1591/174/338/3294/8542/10202/6822/116519/2494/335/6696/6718/348/341/1593/2516/8856/1646/1601/654/336/2264/2672/6469/19/145264/3990/8435/8309/255738/866/7364/319/1645/8644/6817/8912/6799/1066/441282/1050/79154";"NR1H4/NPC1L1/CYP24A1/AFP/APOB/HSD17B2/APOL1/DHRS2/SULT2A1/APOA5/NR5A2/APOA1/SPP1/AKR1D1/APOE/APOC1/CYP27A1/NR5A1/NR1I2/AKR1C2/DAB2/BMP6/APOA2/FGFR4/GFI1/SHH/ABCA1/SERPINA12/LIPC/SOAT2/ACOX2/PCSK9/SERPINA6/UGT2B7/APOF/AKR1C1/AKR1C3/SULT1A1/CACNA1H/SULT1A2/CES1/AKR1B15/CEBPA/DHRS11";44
"BP";"GO:0007599";"hemostasis";"37/569";"248/18496";1,46039605585118e-15;1,46599845763629e-12;"7035/954/2155/1608/2160/350/5155/958/3172/1311/5054/6532/7448/5777/5624/462/4778/725/3170/348/7057/84959/3570/2150/6469/4846/558/5345/2266/2243/2244/57834/2147/5359/5265/2153/139189";"TFPI/ENTPD2/F7/DGKG/F11/APOH/PDGFB/CD40/HNF4A/COMP/SERPINE1/SLC6A4/VTN/PTPN6/PROC/SERPINC1/NFE2/C4BPB/FOXA2/APOE/THBS1/UBASH3B/IL6R/F2RL1/SHH/NOS3/AXL/SERPINF2/FGG/FGA/FGB/CYP4F11/F2/PLSCR1/SERPINA1/F5/DGKK";37
"BP";"GO:1900046";"regulation of hemostasis";"21/569";"71/18496";1,60745444916259e-15;1,46599845763629e-12;"7035/2155/2160/350/5155/1311/5054/7448/5624/462/3170/348/7057/84959/2150/4846/5345/2266/2243/2244/2147";"TFPI/F7/F11/APOH/PDGFB/COMP/SERPINE1/VTN/PROC/SERPINC1/FOXA2/APOE/THBS1/UBASH3B/F2RL1/NOS3/SERPINF2/FGG/FGA/FGB/F2";21
"BP";"GO:0007596";"blood coagulation";"36/569";"241/18496";3,42633001431587e-15;2,60401081088006e-12;"7035/954/2155/1608/2160/350/5155/958/3172/1311/5054/6532/7448/5777/5624/462/725/3170/348/7057/84959/3570/2150/6469/4846/558/5345/2266/2243/2244/57834/2147/5359/5265/2153/139189";"TFPI/ENTPD2/F7/DGKG/F11/APOH/PDGFB/CD40/HNF4A/COMP/SERPINE1/SLC6A4/VTN/PTPN6/PROC/SERPINC1/C4BPB/FOXA2/APOE/THBS1/UBASH3B/IL6R/F2RL1/SHH/NOS3/AXL/SERPINF2/FGG/FGA/FGB/CYP4F11/F2/PLSCR1/SERPINA1/F5/DGKK";36
"BP";"GO:1903034";"regulation of response to wounding";"31/569";"181/18496";6,29652022536042e-15;3,7593663011446e-12;"7035/2155/2160/350/5155/55612/5054/23189/7448/5777/5624/462/7128/6696/3170/7429/348/7057/84959/135228/149461/2150/4846/5345/2266/2243/2244/2147/1364/25817/83481";"TFPI/F7/F11/APOH/PDGFB/FERMT1/SERPINE1/KANK1/VTN/PTPN6/PROC/SERPINC1/TNFAIP3/SPP1/FOXA2/VIL1/APOE/THBS1/UBASH3B/CD109/CLDN19/F2RL1/NOS3/SERPINF2/FGG/FGA/FGB/F2/CLDN4/FAM19A5/EPPK1";31
"BP";"GO:0050817";"coagulation";"36/569";"246/18496";6,59537947569228e-15;3,7593663011446e-12;"7035/954/2155/1608/2160/350/5155/958/3172/1311/5054/6532/7448/5777/5624/462/725/3170/348/7057/84959/3570/2150/6469/4846/558/5345/2266/2243/2244/57834/2147/5359/5265/2153/139189";"TFPI/ENTPD2/F7/DGKG/F11/APOH/PDGFB/CD40/HNF4A/COMP/SERPINE1/SLC6A4/VTN/PTPN6/PROC/SERPINC1/C4BPB/FOXA2/APOE/THBS1/UBASH3B/IL6R/F2RL1/SHH/NOS3/AXL/SERPINF2/FGG/FGA/FGB/CYP4F11/F2/PLSCR1/SERPINA1/F5/DGKK";36
"BP";"GO:0030193";"regulation of blood coagulation";"20/569";"69/18496";1,17727504544148e-14;5,96486023023683e-12;"7035/2155/2160/350/5155/5054/7448/5624/462/3170/348/7057/84959/2150/4846/5345/2266/2243/2244/2147";"TFPI/F7/F11/APOH/PDGFB/SERPINE1/VTN/PROC/SERPINC1/FOXA2/APOE/THBS1/UBASH3B/F2RL1/NOS3/SERPINF2/FGG/FGA/FGB/F2";20
"BP";"GO:1900047";"negative regulation of hemostasis";"17/569";"51/18496";8,75172917127289e-14;3,76375349380072e-11;"7035/2160/350/5155/1311/5054/7448/5624/348/7057/84959/4846/5345/2266/2243/2244/2147";"TFPI/F11/APOH/PDGFB/COMP/SERPINE1/VTN/PROC/APOE/THBS1/UBASH3B/NOS3/SERPINF2/FGG/FGA/FGB/F2";17
